,exp_trial_num,staircase_id,staircase_trial_num,distance,current_step_size,clicked_face_id,click_position,click_time_experiment,click_time_current_trial,faces_shown,was_correct,next_direction
0,0,2-10,0,500,400,2-10-590_1_image,[-0.46597222  0.05625   ],3.434586199997284,2.8882353999943007,"2-10-590_1_image,2-10-90_0_image,2-10-590_0_image",False,up
1,0,3-9,0,500,400,3-9-105_0_image,[ 0.04930556 -0.00486111],6.76747549999709,2.201004099995771,"3-9-605_0_image,3-9-105_0_image,3-9-605_1_image",True,down
2,0,11-17,0,500,400,11-17-968_0_image,[-0.30972222  0.05972222],9.47554669999954,1.5898510999977589,"11-17-968_0_image,11-17-468_1_image,11-17-468_0_image",True,down
3,0,13-29,0,500,400,13-29-157_0_image,[ 0.50763889 -0.05486111],12.417750699998578,1.8290792000043439,"13-29-657_0_image,13-29-657_1_image,13-29-157_0_image",True,down
4,0,6-7,0,500,400,6-7-946_0_image,[ 0.36041667 -0.08125   ],16.3825702000031,2.842212200004724,"6-7-446_0_image,6-7-446_1_image,6-7-946_0_image",True,down
5,0,1-16,0,500,400,1-16-909_0_image,[-0.00694444 -0.07361111],19.061615300000994,1.5512951000055182,"1-16-909_1_image,1-16-909_0_image,1-16-409_0_image",False,up
6,0,4-20,0,500,400,4-20-622_0_image,[-0.62986111 -0.01041667],21.14261670000269,0.9633342000015546,"4-20-622_0_image,4-20-122_1_image,4-20-122_0_image",True,down
7,0,3-28,0,500,400,3-28-184_0_image,[ 0.47986111 -0.04097222],23.664507000001322,1.4002010999975028,"3-28-684_0_image,3-28-684_1_image,3-28-184_0_image",True,down
8,0,15-18,0,500,400,15-18-754_0_image,[-0.55972222  0.08472222],26.384415200001968,1.5845361000028788,"15-18-754_0_image,15-18-254_1_image,15-18-254_0_image",True,down
9,0,6-15,0,500,400,6-15-516_1_image,[ 0.41597222 -0.04513889],28.543531199997233,1.0400631000011344,"6-15-516_0_image,6-15-16_0_image,6-15-516_1_image",False,up
10,0,7-20,0,500,400,7-20-424_0_image,[-0.1125 -0.025 ],31.111432099998638,1.4408126999987871,"7-20-924_0_image,7-20-424_0_image,7-20-924_1_image",True,down
11,0,24-30,0,500,400,24-30-891_0_image,[ 0.03958333 -0.07916667],33.768540199998824,1.5459269999992102,"24-30-391_0_image,24-30-891_0_image,24-30-391_1_image",True,down
12,1,7-20,1,100,400,7-20-514_0_image,[ 0.52569444 -0.08611111],37.31558539999969,2.4073359000030905,"7-20-514_1_image,7-20-414_0_image,7-20-514_0_image",False,up
13,1,13-29,1,100,400,13-29-437_0_image,[ 0.01736111 -0.00833333],43.631516000001284,5.186932299999171,"13-29-537_0_image,13-29-437_0_image,13-29-437_1_image",False,up
14,1,2-10,1,900,400,2-10-2_0_image,[-0.04027778 -0.02152778],47.4105389000033,2.427281900003436,"2-10-902_1_image,2-10-2_0_image,2-10-902_0_image",True,down
