,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.694075966
1,30,5,5,1,6.42349952
2,30,5,5,2,5.410958737
3,30,5,5,3,4.681189822
4,30,5,5,4,4.390407231
5,30,5,5,5,3.611333439
6,30,5,5,6,3.771949786
7,30,5,5,7,3.01423193
8,30,5,5,8,2.916690653
9,30,5,5,9,3.073674728
