,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,30.164340800023638,[ 0.20486111 -0.31319444],23,2,"[10, 14, 23, 27]",9,-1
1,0,35.55622959998436,[ 0.56319444 -0.30625   ],27,2,"[10, 14, 23, 27]",9,-1
2,0,36.06809259997681,[-0.17847222 -0.26180556],14,1,"[10, 14, 23, 27]",9,-1
3,0,36.508026399998926,[-0.51111111 -0.25208333],10,0,"[10, 14, 23, 27]",9,-1
4,1,41.37230330007151,[-0.15833333 -0.35      ],20,1,"[15, 20, 13, 0]",11,-1
5,1,50.42013149999548,[-0.51111111 -0.27430556],15,0,"[15, 20, 13, 0]",11,-1
6,1,54.61207580007613,[ 0.19166667 -0.32430556],13,0,"[15, 20, 13, 0]",11,-1
7,1,55.04402650007978,[ 0.5875     -0.31041667],0,0,"[15, 20, 13, 0]",11,-1
8,2,76.25050100008957,[ 0.15555556 -0.31458333],11,2,"[21, 5, 11, 3]",25,-1
9,2,78.35633390001021,[ 0.50833333 -0.31666667],3,2,"[21, 5, 11, 3]",25,-1
10,2,80.54015240003355,[-0.50486111 -0.28055556],21,0,"[21, 5, 11, 3]",25,-1
11,2,80.95614650007337,[-0.17847222 -0.28263889],5,0,"[21, 5, 11, 3]",25,-1
12,3,92.70847260009032,[ 0.53402778 -0.34166667],11,3,"[26, 13, 25, 11]",21,-1
13,3,95.35621300002094,[ 0.175      -0.34027778],25,2,"[26, 13, 25, 11]",21,-1
14,3,98.4600845000241,[-0.52291667 -0.28194444],26,0,"[26, 13, 25, 11]",21,-1
15,3,98.92415269999765,[-0.19861111 -0.30069444],13,0,"[26, 13, 25, 11]",21,-1
16,4,106.9403883999912,[ 0.18541667 -0.33333333],8,2,"[2, 16, 8, 20]",7,-1
17,4,110.74829130002763,[-0.18263889 -0.31666667],16,1,"[2, 16, 8, 20]",7,-1
18,4,114.30027820006944,[ 0.51944444 -0.32083333],20,1,"[2, 16, 8, 20]",7,-1
19,4,115.00413790007588,[-0.52222222 -0.27777778],2,0,"[2, 16, 8, 20]",7,-1
20,5,123.50832050002646,[-0.53680556 -0.29166667],27,0,"[27, 21, 22, 1]",5,-1
21,5,130.85215749999043,[ 0.2        -0.32916667],22,1,"[27, 21, 22, 1]",5,-1
22,5,131.38013669999782,[ 0.54097222 -0.31944444],1,1,"[27, 21, 22, 1]",5,-1
23,5,131.9080425000284,[-0.15763889 -0.25972222],21,0,"[27, 21, 22, 1]",5,-1
24,6,136.76557270006742,[-0.15763889 -0.25972222],24,1,"[0, 24, 12, 20]",19,-1
25,6,143.92470590001903,[ 0.52569444 -0.31805556],20,2,"[0, 24, 12, 20]",19,-1
26,6,151.452246400062,[-0.50555556 -0.27222222],0,0,"[0, 24, 12, 20]",19,-1
27,6,152.24427670007572,[ 0.13958333 -0.27430556],12,0,"[0, 24, 12, 20]",19,-1
28,7,160.45221860008314,[ 0.17777778 -0.28541667],7,2,"[1, 6, 7, 18]",14,-1
29,7,161.86007060005795,[-0.61388889 -0.275     ],1,0,"[1, 6, 7, 18]",14,-1
30,7,162.38010639999993,[-0.14375 -0.275  ],6,0,"[1, 6, 7, 18]",14,-1
31,7,162.83603440003935,[ 0.57013889 -0.21597222],18,0,"[1, 6, 7, 18]",14,-1
32,8,170.5640956000425,[ 0.52638889 -0.32638889],0,3,"[10, 14, 9, 0]",23,-1
33,8,174.42016930005047,[ 0.17430556 -0.29444444],9,2,"[10, 14, 9, 0]",23,-1
34,8,174.9001534000272,[-0.16180556 -0.27083333],14,1,"[10, 14, 9, 0]",23,-1
35,8,175.3719980000751,[-0.50347222 -0.23888889],10,0,"[10, 14, 9, 0]",23,-1
36,9,186.2763319000369,[ 0.53888889 -0.33333333],17,3,"[14, 12, 4, 17]",26,-1
37,9,187.3481952000875,[-0.50347222 -0.275     ],14,0,"[14, 12, 4, 17]",26,-1
38,9,188.64421729999594,[ 0.15347222 -0.29722222],4,1,"[14, 12, 4, 17]",26,-1
39,9,189.1241646000417,[-0.2125     -0.29166667],12,0,"[14, 12, 4, 17]",26,-1
40,10,204.34034720005002,[ 0.15555556 -0.34652778],6,2,"[24, 4, 6, 13]",17,-1
41,10,207.7803164999932,[ 0.51180556 -0.31041667],13,2,"[24, 4, 6, 13]",17,-1
42,10,208.64436270005535,[-0.17222222 -0.28611111],4,1,"[24, 4, 6, 13]",17,-1
43,10,209.16419799998403,[-0.50625    -0.27777778],24,0,"[24, 4, 6, 13]",17,-1
44,11,228.7405617000768,[ 0.17430556 -0.31944444],0,2,"[13, 7, 0, 16]",8,-1
45,11,229.40411660005338,[-0.09583333 -0.31319444],7,1,"[13, 7, 0, 16]",8,-1
46,11,230.3403043000726,[ 0.47013889 -0.31180556],16,1,"[13, 7, 0, 16]",8,-1
47,11,230.86818290001247,[-0.49166667 -0.27361111],13,0,"[13, 7, 0, 16]",8,-1
48,12,248.35634020005818,[ 0.53541667 -0.32777778],16,3,"[29, 22, 27, 16]",13,-1
49,12,249.24411880003754,[-0.14930556 -0.27777778],22,1,"[29, 22, 27, 16]",13,-1
50,12,249.78805079997983,[-0.48680556 -0.25833333],29,0,"[29, 22, 27, 16]",13,-1
51,12,250.3321190000279,[ 0.18541667 -0.27847222],27,0,"[29, 22, 27, 16]",13,-1
52,13,265.0203634999925,[-0.16527778 -0.32777778],9,1,"[24, 9, 19, 6]",27,-1
53,13,265.68414939998183,[ 0.19791667 -0.32916667],19,1,"[24, 9, 19, 6]",27,-1
54,13,266.1081121000461,[ 0.46111111 -0.32708333],6,1,"[24, 9, 19, 6]",27,-1
55,13,266.6680627000751,[-0.45486111 -0.31666667],24,0,"[24, 9, 19, 6]",27,-1
56,14,280.02832420007326,[ 0.16458333 -0.34652778],25,2,"[9, 26, 25, 1]",24,-1
57,14,283.2202871000627,[ 0.48611111 -0.32847222],1,2,"[9, 26, 25, 1]",24,-1
58,14,283.8520764000714,[-0.44305556 -0.29027778],9,0,"[9, 26, 25, 1]",24,-1
59,14,284.22028670005966,[-0.11319444 -0.30972222],26,0,"[9, 26, 25, 1]",24,-1
60,15,294.51635500008706,[ 0.5125     -0.35694444],3,3,"[12, 22, 4, 3]",2,-1
61,15,298.7562384000048,[ 0.18611111 -0.31180556],4,2,"[12, 22, 4, 3]",2,-1
62,15,299.76422370004,[-0.50138889 -0.28125   ],12,0,"[12, 22, 4, 3]",2,-1
63,15,300.20409230003133,[-0.15694444 -0.32986111],22,0,"[12, 22, 4, 3]",2,-1
64,16,310.7562465000665,[-0.49513889 -0.29652778],13,0,"[13, 12, 21, 28]",0,-1
65,16,318.82830110006034,[ 0.1875     -0.33194444],21,1,"[13, 12, 21, 28]",0,-1
66,16,319.68416900001466,[-0.26458333 -0.27569444],12,0,"[13, 12, 21, 28]",0,-1
67,16,320.2200701000402,[ 0.49444444 -0.32777778],28,0,"[13, 12, 21, 28]",0,-1
68,17,325.30027740006335,[-0.50277778 -0.30208333],2,0,"[2, 23, 13, 19]",28,-1
69,17,328.1964292000048,[ 0.49791667 -0.35763889],19,2,"[2, 23, 13, 19]",28,-1
70,17,329.2442213000031,[-0.15625    -0.31111111],23,0,"[2, 23, 13, 19]",28,-1
71,17,329.58807110006455,[ 0.27847222 -0.33819444],13,0,"[2, 23, 13, 19]",28,-1
72,18,335.7081777000567,[ 0.51180556 -0.32013889],16,3,"[5, 24, 12, 16]",4,-1
73,18,337.61230130004697,[-0.15625    -0.32013889],24,1,"[5, 24, 12, 16]",4,-1
74,18,338.0680712000467,[ 0.23541667 -0.34722222],12,1,"[5, 24, 12, 16]",4,-1
75,18,338.58000070007984,[-0.38333333 -0.27569444],5,0,"[5, 24, 12, 16]",4,-1
76,19,349.2284341000486,[-0.50763889 -0.31597222],20,0,"[20, 3, 25, 17]",29,-1
77,19,351.6603972000303,[ 0.17708333 -0.35069444],25,1,"[20, 3, 25, 17]",29,-1
78,19,353.38028050004505,[ 0.5375     -0.33472222],17,1,"[20, 3, 25, 17]",29,-1
79,19,353.8760636000661,[-0.15694444 -0.31388889],3,0,"[20, 3, 25, 17]",29,-1
80,20,366.9882731999969,[-0.13958333 -0.325     ],18,1,"[4, 18, 11, 5]",1,-1
81,20,372.43624300009105,[ 0.51319444 -0.31805556],5,2,"[4, 18, 11, 5]",1,-1
82,20,373.3881343000103,[ 0.19375    -0.32291667],11,1,"[4, 18, 11, 5]",1,-1
83,20,373.87607570004184,[-0.41041667 -0.29375   ],4,0,"[4, 18, 11, 5]",1,-1
84,21,380.1803485000273,[ 0.50486111 -0.31875   ],0,3,"[19, 25, 29, 0]",16,-1
85,21,383.23617540008854,[ 0.16597222 -0.33333333],29,2,"[19, 25, 29, 0]",16,-1
86,21,385.4121954999864,[-0.52777778 -0.32222222],19,0,"[19, 25, 29, 0]",16,-1
87,21,385.8681783999782,[-0.16527778 -0.32569444],25,0,"[19, 25, 29, 0]",16,-1
88,22,390.0283729999792,[ 0.17708333 -0.36111111],19,2,"[29, 28, 19, 2]",18,-1
89,22,397.900308100041,[ 0.52986111 -0.30694444],2,2,"[29, 28, 19, 2]",18,-1
90,22,399.22023109998554,[-0.46041667 -0.26805556],29,0,"[29, 28, 19, 2]",18,-1
91,22,399.64403700002003,[-0.1375     -0.29097222],28,0,"[29, 28, 19, 2]",18,-1
92,23,405.028155200067,[-0.51041667 -0.29236111],18,0,"[18, 17, 0, 4]",20,-1
93,23,407.99624950008,[-0.19236111 -0.31597222],17,0,"[18, 17, 0, 4]",20,-1
94,23,408.7720994000556,[ 0.18194444 -0.32777778],0,0,"[18, 17, 0, 4]",20,-1
95,23,409.1560244000284,[ 0.58055556 -0.31875   ],4,0,"[18, 17, 0, 4]",20,-1
96,24,416.7483809000114,[-0.15       -0.32083333],18,1,"[16, 18, 14, 15]",3,-1
97,24,418.6363340000389,[ 0.15138889 -0.33472222],14,1,"[16, 18, 14, 15]",3,-1
98,24,420.6122402000474,[-0.51944444 -0.31180556],16,0,"[16, 18, 14, 15]",3,-1
