,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.763402761
1,30,5,5,1,6.146517985
2,30,5,5,2,4.971440488
3,30,5,5,3,4.688437424
4,30,5,5,4,4.067433869
5,30,5,5,5,3.88431488
6,30,5,5,6,3.150118793
7,30,5,5,7,2.736345258
8,30,5,5,8,2.815125762
9,30,5,5,9,2.132890542
