0.118703 0.249639 0.058833 -0.061800 -0.397719
0.080280 -0.031558 -0.086951 0.243906 -0.389465
-0.137994 -0.444445 0.121579 0.107669 0.024238
0.117833 -0.069363 -0.285407 0.082065 0.287811
-0.121414 -0.132571 0.116752 0.270318 0.061972
0.010334 0.350155 -0.030395 0.361647 0.220841
-0.118329 0.427573 -0.149472 -0.019820 0.076932
0.117343 0.002598 -0.178445 -0.227389 -0.336027
-0.014459 0.253867 0.028755 0.124886 -0.031398
-0.044514 0.059648 -0.124257 0.061257 -0.417247
0.167956 -0.155886 0.244952 0.036104 0.199920
-0.377848 -0.177519 0.021221 -0.124104 -0.076831
0.046150 0.064253 0.442553 -0.031337 0.293656
0.165964 -0.288837 0.126774 -0.253456 -0.162565
0.211129 -0.058967 0.136199 -0.141544 -0.009239
0.067588 -0.074655 -0.411984 -0.173477 -0.049620
0.182604 -0.186564 0.203278 0.190956 -0.133405
0.192655 -0.037188 -0.241323 -0.018545 -0.085592
0.258348 -0.192470 -0.034955 0.047539 0.265905
-0.461643 0.016799 0.130680 0.067817 -0.007554
-0.294724 -0.074861 0.128833 -0.383703 0.090580
-0.031881 0.021569 0.073820 -0.295862 0.227408
0.081236 0.171049 0.282124 0.059329 -0.021228
0.357185 0.149278 -0.020022 -0.220045 -0.110600
-0.362957 0.138216 0.037675 0.104712 0.324574
0.166379 -0.213381 -0.321408 -0.055309 0.144884
0.073406 0.157781 -0.167188 0.342565 -0.112333
-0.126700 0.318571 -0.286902 -0.143447 -0.067313
-0.125521 -0.309899 -0.091724 0.275558 0.060586
-0.197109 0.067165 0.276406 -0.226491 0.128829
