,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,8.61962432787642
1,30,5,5,1,7.962941510522352
2,30,5,5,2,7.6115394337718385
3,30,5,5,3,5.97239434341177
4,30,5,5,4,5.56651733972033
5,30,5,5,5,5.337364251244113
6,30,5,5,6,3.9055994725182135
7,30,5,5,7,3.295589547610551
8,30,5,5,8,2.4795719080249783
