,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.674741018
1,30,5,5,1,5.92476067
2,30,5,5,2,5.214524967
3,30,5,5,3,4.549161443
4,30,5,5,4,4.429251756
5,30,5,5,5,3.579333844
6,30,5,5,6,3.627945152
7,30,5,5,7,3.015664954
8,30,5,5,8,2.593058972
9,30,5,5,9,2.536729214
