,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,14.863100500020664,[-0.13125    -0.21805556],12,1,"[6, 12, 0, 9]",21,-1
1,0,18.646892999997362,[-0.49722222 -0.26805556],6,0,"[6, 12, 0, 9]",21,-1
2,0,19.9190377999912,[ 0.47708333 -0.21875   ],9,1,"[6, 12, 0, 9]",21,-1
3,0,20.374886800011154,[ 0.18125    -0.22291667],0,0,"[6, 12, 0, 9]",21,-1
4,1,25.03097630001139,[ 0.4625 -0.275 ],17,3,"[7, 10, 24, 17]",25,-1
5,1,28.422921299992595,[-0.15208333 -0.28541667],10,1,"[7, 10, 24, 17]",25,-1
6,1,32.9671057999949,[-0.47638889 -0.28958333],7,0,"[7, 10, 24, 17]",25,-1
7,1,33.51882110000588,[ 0.22569444 -0.25555556],24,0,"[7, 10, 24, 17]",25,-1
8,2,37.65499670000281,[-0.5        -0.27291667],18,0,"[18, 11, 13, 23]",2,-1
9,2,43.046807100006845,[-0.12083333 -0.21458333],11,0,"[18, 11, 13, 23]",2,-1
10,2,44.81490940001095,[ 0.60625    -0.22638889],23,1,"[18, 11, 13, 23]",2,-1
11,2,45.26280740002403,[ 0.28541667 -0.24236111],13,0,"[18, 11, 13, 23]",2,-1
12,3,51.36696920002578,[-0.11388889 -0.28611111],23,1,"[1, 23, 2, 25]",27,-1
13,3,54.60688430001028,[ 0.57083333 -0.20625   ],25,2,"[1, 23, 2, 25]",27,-1
14,3,56.26299000001745,[ 0.30277778 -0.24861111],2,1,"[1, 23, 2, 25]",27,-1
15,3,56.84684090001974,[-0.47916667 -0.23888889],1,0,"[1, 23, 2, 25]",27,-1
16,4,61.38298610004131,[ 0.44375    -0.25555556],17,3,"[0, 27, 14, 17]",5,-1
17,4,66.92690900003072,[ 0.1        -0.30555556],14,2,"[0, 27, 14, 17]",5,-1
18,4,69.61479600000894,[-0.49375    -0.28888889],0,0,"[0, 27, 14, 17]",5,-1
19,4,70.00673530000495,[-0.20555556 -0.28402778],27,0,"[0, 27, 14, 17]",5,-1
20,5,79.68681769998511,[-0.47361111 -0.20277778],8,0,"[8, 29, 3, 9]",16,-1
21,5,81.08688680001069,[ 0.54097222 -0.20486111],9,2,"[8, 29, 3, 9]",16,-1
22,5,82.23882279999088,[ 0.28125    -0.21944444],3,1,"[8, 29, 3, 9]",16,-1
23,5,82.67875030002324,[-0.09722222 -0.22916667],29,0,"[8, 29, 3, 9]",16,-1
24,6,91.27903730003163,[ 0.28472222 -0.25625   ],26,2,"[13, 25, 26, 16]",14,-1
25,6,96.61489470000379,[-0.4375     -0.20069444],13,0,"[13, 25, 26, 16]",14,-1
26,6,99.87081140000373,[-0.07777778 -0.27638889],25,0,"[13, 25, 26, 16]",14,-1
27,6,100.62280740001006,[ 0.61388889 -0.29652778],16,0,"[13, 25, 26, 16]",14,-1
28,7,106.8071859999909,[-0.53263889 -0.22222222],22,0,"[22, 11, 10, 18]",13,-1
29,7,112.64697320002597,[-0.07152778 -0.35902778],11,0,"[22, 11, 10, 18]",13,-1
30,7,113.40676240000175,[ 0.575      -0.34652778],18,1,"[22, 11, 10, 18]",13,-1
31,7,113.79879490000894,[ 0.18541667 -0.32152778],10,0,"[22, 11, 10, 18]",13,-1
32,8,123.31099620001623,[ 0.48541667 -0.30625   ],29,3,"[24, 4, 12, 29]",17,-1
33,8,128.48710259998916,[-0.07083333 -0.32152778],4,1,"[24, 4, 12, 29]",17,-1
34,8,130.68680150003638,[-0.45069444 -0.30416667],24,0,"[24, 4, 12, 29]",17,-1
35,8,131.2228838999872,[ 0.13541667 -0.31319444],12,0,"[24, 4, 12, 29]",17,-1
36,9,140.41506150003988,[ 0.53680556 -0.34791667],6,3,"[19, 29, 9, 6]",11,-1
37,9,144.9669142999919,[-0.10902778 -0.33263889],29,1,"[19, 29, 9, 6]",11,-1
38,9,146.06300520000514,[ 0.24583333 -0.33958333],9,1,"[19, 29, 9, 6]",11,-1
39,9,146.47875410004053,[-0.62847222 -0.23472222],19,0,"[19, 29, 9, 6]",11,-1
40,10,150.43894279998494,[ 0.52083333 -0.21180556],1,3,"[15, 13, 29, 1]",28,-1
41,10,156.74295029998757,[-0.48611111 -0.22777778],15,0,"[15, 13, 29, 1]",28,-1
42,10,160.19094110000879,[-0.15902778 -0.26458333],13,0,"[15, 13, 29, 1]",28,-1
43,10,160.6068268000381,[ 0.11111111 -0.25069444],29,0,"[15, 13, 29, 1]",28,-1
44,11,167.95097609999357,[-0.07777778 -0.23888889],5,1,"[14, 5, 8, 0]",18,-1
45,11,175.5668724999996,[ 0.27291667 -0.29791667],8,1,"[14, 5, 8, 0]",18,-1
46,11,176.6149027000065,[ 0.42083333 -0.30208333],0,1,"[14, 5, 8, 0]",18,-1
47,11,177.19071870000334,[-0.44375    -0.20972222],14,0,"[14, 5, 8, 0]",18,-1
48,12,183.43087440001545,[ 0.22430556 -0.33541667],22,2,"[27, 17, 22, 15]",8,-1
49,12,188.5428985999897,[-0.45625    -0.34722222],27,0,"[27, 17, 22, 15]",8,-1
50,12,189.35876740003005,[ 0.625      -0.35277778],15,1,"[27, 17, 22, 15]",8,-1
51,12,189.87870260002092,[-0.09027778 -0.35902778],17,0,"[27, 17, 22, 15]",8,-1
52,13,205.72716140002012,[-0.19027778 -0.37986111],26,1,"[2, 26, 13, 29]",0,-1
53,13,208.73497049999423,[ 0.1875     -0.32708333],13,1,"[2, 26, 13, 29]",0,-1
54,13,209.6947653000243,[-0.43541667 -0.31111111],2,0,"[2, 26, 13, 29]",0,-1
55,13,210.25471250002738,[ 0.56180556 -0.29166667],29,0,"[2, 26, 13, 29]",0,-1
56,14,216.0468326000264,[-0.60625    -0.35347222],14,0,"[14, 16, 12, 17]",1,-1
57,14,219.04688350000652,[ 0.48888889 -0.31319444],17,2,"[14, 16, 12, 17]",1,-1
58,14,219.7507237000391,[-0.1375     -0.34652778],16,0,"[14, 16, 12, 17]",1,-1
59,14,220.09478169999784,[ 0.10069444 -0.35138889],12,0,"[14, 16, 12, 17]",1,-1
60,15,225.77498149999883,[ 0.10833333 -0.35      ],14,2,"[28, 24, 14, 2]",10,-1
61,15,232.7107546000043,[-0.49097222 -0.36875   ],28,0,"[28, 24, 14, 2]",10,-1
62,15,235.43074290000368,[-0.07638889 -0.37916667],24,0,"[28, 24, 14, 2]",10,-1
63,15,235.95869370002765,[ 0.56805556 -0.375     ],2,0,"[28, 24, 14, 2]",10,-1
64,16,245.6788152999943,[-0.54652778 -0.27013889],20,0,"[20, 12, 18, 0]",3,-1
