,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,151.82327809999998,[ 0.07986111 -0.24097222],16,2,"[18, 13, 16, 5]",0,-1
1,0,153.4860885,[-0.08819444 -0.26527777],13,1,"[18, 13, 16, 5]",0,-1
2,0,155.2480721,[-0.46319443 -0.275     ],18,0,"[18, 13, 16, 5]",0,-1
3,0,156.739032,[ 0.47430557 -0.23194444],5,0,"[18, 13, 16, 5]",0,-1
4,1,159.4571125,[-0.11944444 -0.21041666],2,1,"[8, 2, 3, 14]",1,-1
5,1,161.8199277,[ 0.4097222 -0.2534722],14,2,"[8, 2, 3, 14]",1,-1
6,1,163.23792909999997,[-0.43333334 -0.25972223],8,0,"[8, 2, 3, 14]",1,-1
7,1,164.1808302,[ 0.10694444 -0.2375    ],3,0,"[8, 2, 3, 14]",1,-1
8,2,167.00107199999997,[-0.12291667 -0.2611111 ],28,1,"[25, 28, 4, 21]",2,-1
9,2,168.62093649999997,[ 0.08333334 -0.25694445],4,1,"[25, 28, 4, 21]",2,-1
10,2,169.88786829999998,[-0.4263889 -0.2625   ],25,0,"[25, 28, 4, 21]",2,-1
11,2,170.96686949999997,[ 0.45347223 -0.2638889 ],21,0,"[25, 28, 4, 21]",2,-1
12,3,174.21290599999998,[-0.16388889 -0.2701389 ],22,1,"[5, 22, 9, 28]",3,-1
13,3,175.48004650000001,[ 0.48194444 -0.27222222],28,2,"[5, 22, 9, 28]",3,-1
14,3,177.4251653,[ 0.11527777 -0.25833333],9,1,"[5, 22, 9, 28]",3,-1
15,3,178.1584565,[-0.3875     -0.25486112],5,0,"[5, 22, 9, 28]",3,-1
16,4,182.05365839999996,[-0.46458334 -0.24513888],27,0,"[27, 0, 22, 29]",4,-1
17,4,183.43992959999997,[ 0.13333334 -0.26180556],22,1,"[27, 0, 22, 29]",4,-1
18,4,185.41681059999996,[ 0.43472221 -0.2951389 ],29,1,"[27, 0, 22, 29]",4,-1
19,4,186.2295808,[-0.08888889 -0.28402779],0,0,"[27, 0, 22, 29]",4,-1
20,5,191.03477019999997,[-0.14791666 -0.25972223],13,1,"[27, 13, 1, 16]",5,-1
21,5,194.1198488,[-0.45555556 -0.23680556],27,0,"[27, 13, 1, 16]",5,-1
22,5,195.38058819999998,[ 0.5034722  -0.27916667],16,1,"[27, 13, 1, 16]",5,-1
23,5,195.9655355,[ 0.26666668 -0.2777778 ],1,0,"[27, 13, 1, 16]",5,-1
24,6,200.62564879999996,[-0.4375     -0.24305555],19,0,"[19, 23, 0, 10]",6,-1
25,6,203.1465324,[ 0.25625    -0.25208333],0,1,"[19, 23, 0, 10]",6,-1
26,6,203.7164942,[ 0.44375    -0.24305555],10,1,"[19, 23, 0, 10]",6,-1
27,6,204.46642809999997,[-0.09166667 -0.25833333],23,0,"[19, 23, 0, 10]",6,-1
28,7,207.9306648,[ 0.44236112 -0.26597223],16,3,"[9, 22, 13, 16]",7,-1
29,7,209.39551439999997,[-0.45208332 -0.24166666],9,0,"[9, 22, 13, 16]",7,-1
30,7,210.9996709,[ 0.07986111 -0.25694445],13,1,"[9, 22, 13, 16]",7,-1
31,7,211.3992976,[-0.06597222 -0.25902778],22,0,"[9, 22, 13, 16]",7,-1
32,8,215.3531557,[-0.13472222 -0.26875   ],16,1,"[4, 16, 24, 29]",8,-1
33,8,218.12932439999997,[-0.47013888 -0.24027778],4,0,"[4, 16, 24, 29]",8,-1
34,8,220.059368,[ 0.22291666 -0.25972223],24,0,"[4, 16, 24, 29]",8,-1
35,8,220.4292555,[ 0.37638888 -0.25694445],29,0,"[4, 16, 24, 29]",8,-1
36,9,222.2192551,[-0.43333334 -0.22430556],1,0,"[1, 22, 5, 24]",9,-1
