0,1,2,3,4,5,6,7,8,9
1.7648163,0.002790453,-0.00014346506,-0.0009973422,0.0006561503,-0.0003831741,0.0019462298,-0.001505848,-0.0006696936,-0.00048579043
1.5847139,-0.005044085,0.000105442654,-0.00088168273,-0.00064259424,-0.00045976578,0.0010405922,0.001500131,-0.0006757312,-0.00038689456
-0.32025057,0.074107215,0.9526758,0.0008054281,-0.00061074586,-0.0010183548,0.0012317098,-0.0010565147,0.00095512054,0.001244733
0.052696824,0.0012774896,1.4826144,0.00095480797,0.00073380297,-0.0015163175,0.0011118684,3.5181816e-05,-0.001581937,-0.0007865757
-0.30656403,0.16553609,0.64692295,0.0005892674,0.0006815955,-0.0009311426,-0.0012534016,-0.00058940536,-0.00095726,-0.00018799238
-0.25144675,1.1865913,-0.25938967,0.001140728,-0.00013629871,-0.0016837616,0.0002294099,0.001031366,0.00090828614,0.00037265237
0.009623235,1.1574053,0.0037085367,0.0012538646,0.0016433655,-0.0020502843,0.0005332069,-0.0005144952,0.0006040692,-0.00056396204
1.5413861,0.00019192125,-0.02121315,0.0010143621,-0.0009535117,-0.001852926,-0.00059633085,-0.001273685,0.0011301001,-0.002038421
0.06678889,0.6563965,0.098841354,0.0006977133,-0.00083608925,0.0002139511,0.0008594594,0.0020122074,0.000864542,-0.00096561876
1.5768816,-0.00060771493,0.0056039575,-0.00057407486,0.0007466336,-0.0006884312,0.000923206,-0.00040664445,-0.0007818254,-0.00069914956
-0.3204272,-0.30745593,-0.3804418,-0.0016282091,-0.0008962251,-0.0012392098,0.0008571802,-3.0592957e-05,-0.0023249737,0.0017990792
-0.6330857,-0.11657667,0.97634757,0.0011495407,0.0012945051,0.0013312916,-0.0001206632,0.0011138446,-0.00061543874,0.0014280101
-1.8145804,-0.15563503,-0.34691766,-0.002489687,0.00308166,-0.0008807345,0.0008426868,0.0020067384,-0.0021663713,-0.0013618098
-0.00030868023,0.00052226166,-0.73760647,0.0018035886,-0.00026997254,-0.0020070737,-0.0008571741,0.00063245837,-0.00036871934,0.0014922987
0.54940903,-0.00095792837,-0.48725444,-0.00082323275,-0.0021463968,0.0013554107,0.0019489332,0.00062107365,-2.8119539e-05,0.0005709001
0.44289654,0.31642383,-0.1369888,-0.0013121137,0.0011617739,-0.00037722406,0.0015316145,-0.0017364344,-0.0005719577,-0.00047595787
1.4800144,-0.022950478,-0.008427126,0.0024643163,0.0004582511,-0.0013958594,0.002727175,-0.0004698233,-0.00072439027,0.00080205733
0.8318577,-0.06940151,-0.20081414,-0.0018211898,0.0009490338,0.00072452123,0.0005890435,-0.00072589354,-0.00111481,0.00081006874
-0.45557362,-0.0032370884,1.330153,0.0008231483,-0.00088044006,0.0011843673,-0.0007548637,0.0010630315,-0.0016228324,0.0015145332
-0.75831604,-1.3191487,0.004876532,-0.0004280117,2.1882952e-05,0.00043083387,-0.00026653305,-0.0011225998,0.00066830346,-0.00047435367
-2.5397034,-0.43435743,-0.00025775385,-0.0010660468,-0.0006281502,-0.00090857176,-0.00093014527,-0.001494256,-0.001178352,-0.0026045819
-1.3044416,-1.0148298,-0.42692125,0.0013282421,-8.1223494e-05,-0.0012640646,-8.081076e-05,-0.0014568957,0.00014000735,0.00020445729
0.5531119,-0.006125996,-0.4871301,-0.0005105231,-0.002281561,-0.0008869069,0.0013161546,0.000544619,0.00015252922,0.0002819645
1.109586,-0.00080034725,-0.15787867,-0.0010660134,-0.00073066226,0.0021297992,0.0010792754,-0.0009843354,0.00034558203,-0.0013496606
-1.3055813,-1.0175418,-0.4251398,-0.00021950257,0.0015105644,-0.0010765933,-0.00076018873,0.00014410299,-0.0008650584,0.0001551125
-0.103635944,0.4475822,0.11419377,0.0020635352,-0.0006608994,-0.00045057724,0.0005807272,-0.0012004193,0.0008402526,-0.0011637291
0.056084797,0.8402554,-0.045172498,0.0014164108,-0.0011071591,-0.0007591818,-0.002095172,-0.0005211943,0.0016544132,0.0005426059
-0.00021013108,0.92941314,0.5775642,-0.0008610726,-0.0008178765,0.0010866456,0.0010538866,0.0014250333,0.0018530358,-0.0002190798
-0.24929687,0.16052777,0.6455985,0.0011875044,0.00055157056,-0.00062640186,0.001114141,0.0012289982,-0.0012976009,-0.0005057674
-1.3394517,-0.9913786,-0.44265422,0.0019819997,0.001894299,0.0020142028,-0.0017575314,0.0004605137,-0.00054846046,0.00075573474
