-0.362629 -0.268090 0.093722 -0.164374 0.143212
-0.224317 -0.265566 0.014710 -0.250394 0.041515
-0.294382 0.021172 -0.261551 0.251836 -0.225358
0.031373 -0.289035 -0.067245 -0.090226 -0.208143
0.294856 0.179524 0.304882 0.026955 -0.001537
0.022209 0.273528 0.430569 0.046665 -0.251797
-0.058892 0.000274 0.363329 -0.170977 0.195511
-0.173300 -0.009542 0.131274 -0.271308 0.192909
0.182698 -0.052403 0.157297 -0.115647 -0.212330
-0.239864 -0.216738 0.099336 0.038480 0.122818
0.229433 0.176450 -0.290619 0.201642 0.049321
0.073047 0.245822 -0.121128 -0.270772 -0.233844
0.370631 -0.088943 -0.414109 -0.006159 0.142710
-0.366524 -0.066813 0.201050 0.130500 -0.252819
-0.271695 0.059797 0.369716 -0.163334 -0.056923
-0.172985 0.062921 0.214306 0.324111 -0.022776
-0.164483 0.026489 0.117645 0.088255 0.369519
0.047829 -0.333640 -0.102623 -0.045833 -0.029573
0.149986 -0.115298 -0.072802 0.359648 -0.007815
0.315180 -0.037984 -0.258319 -0.241958 0.037023
0.077722 0.181337 -0.356398 -0.142823 0.018694
0.021340 0.229598 -0.270482 0.302710 0.123290
-0.130805 0.227677 -0.015138 -0.259658 0.013950
-0.018071 -0.159200 -0.027142 0.297689 0.182045
-0.004681 0.126918 -0.275849 0.154338 -0.237510
0.384642 -0.153807 0.066989 -0.027096 -0.001133
0.104673 0.040873 0.237164 -0.024490 0.331882
0.216728 -0.095172 -0.007271 0.087043 -0.273831
-0.156755 0.312704 0.061840 0.182252 0.097569
0.117036 -0.012853 -0.323154 -0.247074 -0.046577
