,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,62.273896999999124,[ 0.50208333 -0.28541667],22,3,"[23, 26, 16, 22]",3,-1
1,0,64.61278089999905,[-0.54513889 -0.28333333],23,0,"[23, 26, 16, 22]",3,-1
2,0,67.21670259999883,[-0.18958333 -0.2875    ],26,0,"[23, 26, 16, 22]",3,-1
3,0,67.70472580000023,[ 0.16944444 -0.26736111],16,0,"[23, 26, 16, 22]",3,-1
4,1,72.19583629999943,[ 0.15347222 -0.26944444],25,2,"[27, 24, 25, 28]",21,-1
5,1,74.15167269999984,[-0.16736111 -0.27708333],24,1,"[27, 24, 25, 28]",21,-1
6,1,76.36384159999943,[-0.51597222 -0.26875   ],27,0,"[27, 24, 25, 28]",21,-1
7,1,77.09770119999848,[ 0.59166667 -0.29027778],28,0,"[27, 24, 25, 28]",21,-1
8,2,83.59394299999985,[-0.18611111 -0.29791667],16,1,"[0, 16, 24, 28]",10,-1
9,2,84.12269779999951,[ 0.17638889 -0.26805556],24,1,"[0, 16, 24, 28]",10,-1
10,2,85.58670600000005,[ 0.525      -0.26597222],28,1,"[0, 16, 24, 28]",10,-1
11,2,86.28694969999924,[-0.47361111 -0.30902778],0,0,"[0, 16, 24, 28]",10,-1
12,3,89.9298302999996,[ 0.13888889 -0.29861111],9,2,"[5, 18, 9, 3]",16,-1
13,3,93.69766909999998,[-0.16736111 -0.27638889],18,1,"[5, 18, 9, 3]",16,-1
14,3,94.36371259999942,[ 0.50694444 -0.29444444],3,1,"[5, 18, 9, 3]",16,-1
15,3,95.07464479999908,[-0.49305556 -0.27847222],5,0,"[5, 18, 9, 3]",16,-1
16,4,100.5318040000002,[ 0.16666667 -0.28819444],1,2,"[24, 8, 1, 4]",14,-1
17,4,102.50081559999853,[-0.18055556 -0.29930556],8,1,"[24, 8, 1, 4]",14,-1
18,4,103.31975640000019,[-0.52708333 -0.30486111],24,0,"[24, 8, 1, 4]",14,-1
19,4,104.0607119999986,[ 0.53819444 -0.30486111],4,0,"[24, 8, 1, 4]",14,-1
20,5,106.55974259999857,[ 0.16666667 -0.28472222],13,2,"[18, 17, 13, 21]",23,-1
21,5,114.6688153999985,[-0.24722222 -0.28055556],17,1,"[18, 17, 13, 21]",23,-1
22,5,115.12159959999917,[-0.50625    -0.30277778],18,0,"[18, 17, 13, 21]",23,-1
23,5,115.69668829999864,[ 0.44513889 -0.26527778],21,0,"[18, 17, 13, 21]",23,-1
24,6,119.70465700000022,[ 0.18888889 -0.27083333],28,2,"[21, 27, 28, 5]",11,-1
25,6,123.99574219999886,[-0.50902778 -0.28263889],21,0,"[21, 27, 28, 5]",11,-1
26,6,124.43865209999967,[-0.17638889 -0.28819444],27,0,"[21, 27, 28, 5]",11,-1
27,6,124.99463289999949,[ 0.52916667 -0.28402778],5,0,"[21, 27, 28, 5]",11,-1
28,7,132.8499396999996,[-0.49583333 -0.30833333],4,0,"[4, 14, 11, 19]",15,-1
29,7,138.35663469999963,[ 0.52569444 -0.28472222],19,2,"[4, 14, 11, 19]",15,-1
30,7,139.05763639999896,[-0.14375    -0.29583333],14,0,"[4, 14, 11, 19]",15,-1
31,7,139.48865079999996,[ 0.18611111 -0.28472222],11,0,"[4, 14, 11, 19]",15,-1
32,8,144.46297389999927,[-0.50902778 -0.29444444],5,0,"[5, 6, 24, 17]",4,-1
33,8,149.09480189999886,[-0.16458333 -0.31597222],6,0,"[5, 6, 24, 17]",4,-1
34,8,149.661621199999,[ 0.52361111 -0.28888889],17,1,"[5, 6, 24, 17]",4,-1
35,8,150.11059989999922,[ 0.19513889 -0.29861111],24,0,"[5, 6, 24, 17]",4,-1
36,9,154.11275439999918,[-0.14375    -0.31319444],18,1,"[6, 18, 17, 28]",19,-1
37,9,155.75486639999872,[ 0.50347222 -0.30416667],28,2,"[6, 18, 17, 28]",19,-1
38,9,156.61167509999905,[ 0.19027778 -0.30694444],17,1,"[6, 18, 17, 28]",19,-1
39,9,157.31061429999863,[-0.50902778 -0.28472222],6,0,"[6, 18, 17, 28]",19,-1
40,10,160.2418018999997,[ 0.14027778 -0.29375   ],10,2,"[12, 11, 10, 20]",13,-1
41,10,162.96372539999902,[-0.17083333 -0.29236111],11,1,"[12, 11, 10, 20]",13,-1
42,10,164.16372749999937,[-0.50555556 -0.31111111],12,0,"[12, 11, 10, 20]",13,-1
43,10,164.92763099999866,[ 0.52083333 -0.29791667],20,0,"[12, 11, 10, 20]",13,-1
44,11,169.75966150000022,[-0.53055556 -0.29930556],11,0,"[11, 20, 9, 1]",29,-1
45,11,171.24177169999894,[-0.22916667 -0.27083333],20,0,"[11, 20, 9, 1]",29,-1
46,11,175.28171339999972,[ 0.47152778 -0.30902778],1,1,"[11, 20, 9, 1]",29,-1
47,11,175.7666337999999,[ 0.19444444 -0.30069444],9,0,"[11, 20, 9, 1]",29,-1
48,12,179.3027637999985,[-0.15416667 -0.30138889],19,1,"[27, 19, 2, 29]",18,-1
49,12,181.04265250000026,[-0.48125    -0.30347222],27,0,"[27, 19, 2, 29]",18,-1
