,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.532120568
1,30,5,5,1,5.721099891
2,30,5,5,2,5.135400365
3,30,5,5,3,4.984802361
4,30,5,5,4,4.998702186
5,30,5,5,5,3.892000612
6,30,5,5,6,3.732082199
7,30,5,5,7,3.484886774
8,30,5,5,8,2.824808828
9,30,5,5,9,3.086476323
