,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.624834544
1,30,5,5,1,5.97189219
2,30,5,5,2,4.960275972
3,30,5,5,3,4.257556207
4,30,5,5,4,4.263987837
5,30,5,5,5,3.82617691
6,30,5,5,6,3.885921943
7,30,5,5,7,3.303805154
8,30,5,5,8,2.866987523
9,30,5,5,9,2.272612976
