,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,83.99783220000018,[ 0.15185185 -0.25092593],2,2,"[22, 17, 2, 26]",11,-1
1,0,90.98200450000013,[ 0.48425926 -0.27962963],26,2,"[22, 17, 2, 26]",11,-1
2,0,96.21411919999991,[-0.49537037 -0.26296296],22,0,"[22, 17, 2, 26]",11,-1
3,0,97.39799709999988,[-0.19259259 -0.28333333],17,0,"[22, 17, 2, 26]",11,-1
4,1,102.99798790000023,[-0.18518519 -0.28888889],19,1,"[22, 19, 10, 13]",18,-1
5,1,105.94179769999982,[ 0.13888889 -0.2712963 ],10,1,"[22, 19, 10, 13]",18,-1
6,1,112.2780114000002,[ 0.4962963  -0.29074074],13,1,"[22, 19, 10, 13]",18,-1
7,1,113.31010909999986,[-0.46018519 -0.2212963 ],22,0,"[22, 19, 10, 13]",18,-1
8,2,122.17408370000021,[-0.53055556 -0.23981481],19,0,"[19, 16, 11, 5]",24,-1
9,2,130.54991840000002,[ 0.11111111 -0.29074074],11,1,"[19, 16, 11, 5]",24,-1
10,2,131.1978598999999,[-0.11666667 -0.28148148],16,0,"[19, 16, 11, 5]",24,-1
11,2,131.95782129999998,[ 0.51388889 -0.34074074],5,0,"[19, 16, 11, 5]",24,-1
12,3,142.81402059999982,[-0.14351852 -0.27314815],8,1,"[16, 8, 17, 21]",27,-1
13,3,149.23796290000018,[ 0.1462963  -0.28333333],17,1,"[16, 8, 17, 21]",27,-1
14,3,153.04585799999995,[ 0.50740741 -0.26759259],21,1,"[16, 8, 17, 21]",27,-1
15,3,153.8777485999999,[-0.46296296 -0.27962963],16,0,"[16, 8, 17, 21]",27,-1
16,4,161.81418369999983,[ 0.15185185 -0.29074074],29,2,"[8, 3, 29, 13]",6,-1
17,4,168.3179527000002,[-0.48888889 -0.26296296],8,0,"[8, 3, 29, 13]",6,-1
18,4,171.74193389999982,[ 0.51111111 -0.33425926],13,1,"[8, 3, 29, 13]",6,-1
19,4,172.40598480000017,[-0.11666667 -0.28703704],3,0,"[8, 3, 29, 13]",6,-1
20,5,185.33424049999985,[-0.52407407 -0.28148148],28,0,"[28, 11, 4, 1]",21,-1
21,5,190.75793169999997,[ 0.21851852 -0.31388889],4,1,"[28, 11, 4, 1]",21,-1
22,5,194.1977711999998,[-0.14351852 -0.27962963],11,0,"[28, 11, 4, 1]",21,-1
23,5,194.9580145,[ 0.54166667 -0.27592593],1,0,"[28, 11, 4, 1]",21,-1
24,6,201.86242859999993,[ 0.23148148 -0.25555556],24,2,"[0, 14, 24, 12]",20,-1
25,6,203.36591069999986,[ 0.52685185 -0.29351852],12,2,"[0, 14, 24, 12]",20,-1
26,6,204.94197669999994,[-0.15       -0.26296296],14,1,"[0, 14, 24, 12]",20,-1
27,6,205.6057498,[-0.46111111 -0.26111111],0,0,"[0, 14, 24, 12]",20,-1
28,7,210.97381829999995,[-0.14722222 -0.25648148],14,1,"[10, 14, 11, 24]",7,-1
29,7,222.07012020000002,[-0.51296296 -0.25648148],10,0,"[10, 14, 11, 24]",7,-1
30,7,222.98196210000015,[ 0.15       -0.27407407],11,0,"[10, 14, 11, 24]",7,-1
31,7,223.80581329999995,[ 0.53425926 -0.29537037],24,0,"[10, 14, 11, 24]",7,-1
32,8,232.04604819999986,[-0.45648148 -0.26666667],23,0,"[23, 14, 7, 17]",16,-1
33,8,242.63808560000007,[ 0.49074074 -0.3212963 ],17,2,"[23, 14, 7, 17]",16,-1
34,8,251.56637820000014,[-0.14259259 -0.28888889],14,0,"[23, 14, 7, 17]",16,-1
35,8,252.1740979000001,[ 0.17407407 -0.29907407],7,0,"[23, 14, 7, 17]",16,-1
36,9,268.15792310000006,[ 0.52685185 -0.28333333],6,3,"[20, 3, 14, 6]",8,-1
37,9,277.7098930000002,[-0.11666667 -0.28148148],3,1,"[20, 3, 14, 6]",8,-1
38,9,279.9498263999999,[ 0.18888889 -0.28888889],14,1,"[20, 3, 14, 6]",8,-1
39,9,280.52600250000023,[-0.47777778 -0.26574074],20,0,"[20, 3, 14, 6]",8,-1
40,10,290.62197130000004,[ 0.15833333 -0.30092593],10,2,"[25, 18, 10, 8]",29,-1
41,10,296.9503426000001,[-0.1462963  -0.29444444],18,1,"[25, 18, 10, 8]",29,-1
42,10,303.47006409999995,[-0.51388889 -0.26018519],25,0,"[25, 18, 10, 8]",29,-1
43,10,304.14233890000014,[ 0.57685185 -0.28055556],8,0,"[25, 18, 10, 8]",29,-1
44,11,309.81403309999996,[-0.13611111 -0.29074074],19,1,"[7, 19, 17, 0]",4,-1
45,11,315.27007790000016,[ 0.17962963 -0.28148148],17,1,"[7, 19, 17, 0]",4,-1
46,11,323.7581005000002,[-0.4962963  -0.26574074],7,0,"[7, 19, 17, 0]",4,-1
47,11,324.4379404000001,[ 0.53981481 -0.26759259],0,0,"[7, 19, 17, 0]",4,-1
48,12,342.43007990000024,[ 0.21851852 -0.27777778],18,2,"[21, 14, 18, 8]",2,-1
49,12,343.4940338000001,[ 0.58055556 -0.28703704],8,2,"[21, 14, 18, 8]",2,-1
50,12,349.0779000000002,[-0.16666667 -0.30092593],14,1,"[21, 14, 18, 8]",2,-1
51,12,349.5659559999999,[-0.52314815 -0.29259259],21,0,"[21, 14, 18, 8]",2,-1
52,13,353.77414080000017,[-0.52962963 -0.27407407],25,0,"[25, 24, 12, 2]",15,-1
53,13,357.74212910000006,[ 0.1537037  -0.30833333],12,1,"[25, 24, 12, 2]",15,-1
54,13,360.72580530000005,[-0.18240741 -0.29166667],24,0,"[25, 24, 12, 2]",15,-1
55,13,361.3022535,[ 0.56759259 -0.28425926],2,0,"[25, 24, 12, 2]",15,-1
56,14,365.2460464999999,[ 0.51203704 -0.30092593],22,3,"[19, 12, 21, 22]",14,-1
57,14,381.15891390000024,[-0.16666667 -0.26481481],12,1,"[19, 12, 21, 22]",14,-1
58,14,381.7822027000002,[-0.4962963 -0.2787037],19,0,"[19, 12, 21, 22]",14,-1
59,14,382.35006740000017,[ 0.18796296 -0.25740741],21,0,"[19, 12, 21, 22]",14,-1
60,15,389.28600910000023,[ 0.17037037 -0.275     ],26,2,"[25, 24, 26, 18]",9,-1
61,15,397.9018436000001,[ 0.54351852 -0.28333333],18,2,"[25, 24, 26, 18]",9,-1
62,15,402.75005199999987,[-0.18148148 -0.26944444],24,1,"[25, 24, 26, 18]",9,-1
63,15,403.4377718999999,[-0.51296296 -0.28611111],25,0,"[25, 24, 26, 18]",9,-1
64,16,410.3819232999999,[ 0.14259259 -0.26388889],15,2,"[24, 19, 15, 25]",17,-1
65,16,421.5581327,[ 0.5212963  -0.27592593],25,2,"[24, 19, 15, 25]",17,-1
66,16,425.2057826999999,[-0.55       -0.28703704],24,0,"[24, 19, 15, 25]",17,-1
67,16,425.74174330000005,[-0.16296296 -0.26296296],19,0,"[24, 19, 15, 25]",17,-1
68,17,448.55016509999996,[ 0.5212963  -0.29351852],3,3,"[21, 15, 24, 3]",28,-1
69,17,451.5259412999999,[ 0.13981481 -0.28888889],24,2,"[21, 15, 24, 3]",28,-1
70,17,452.62983350000013,[-0.54722222 -0.29259259],21,0,"[21, 15, 24, 3]",28,-1
71,17,453.4298877000001,[-0.17962963 -0.27962963],15,0,"[21, 15, 24, 3]",28,-1
72,18,466.8940074000002,[-0.53148148 -0.30555556],14,0,"[14, 4, 29, 17]",0,-1
73,18,467.8940114000002,[ 0.53981481 -0.30925926],17,2,"[14, 4, 29, 17]",0,-1
74,18,480.4698466,[ 0.15833333 -0.27685185],29,1,"[14, 4, 29, 17]",0,-1
75,18,480.9099372999999,[-0.19814815 -0.2712963 ],4,0,"[14, 4, 29, 17]",0,-1
76,19,492.3499818,[ 0.17314815 -0.27314815],17,2,"[26, 4, 17, 5]",22,-1
77,19,495.4064652000002,[-0.51388889 -0.28888889],26,0,"[26, 4, 17, 5]",22,-1
78,20,518.7582379999999,[-0.48518519 -0.25185185],1,0,"[1, 16, 3, 18]",13,-1
79,20,521.8699031000001,[-0.13240741 -0.30648148],16,0,"[1, 16, 3, 18]",13,-1
80,20,523.6540255999998,[ 0.54444444 -0.29907407],18,1,"[1, 16, 3, 18]",13,-1
81,20,524.0857372999999,[ 0.14907407 -0.31944444],3,0,"[1, 16, 3, 18]",13,-1
82,21,527.2300165000001,[ 0.09166667 -0.29907407],0,2,"[5, 24, 0, 21]",1,-1
83,21,530.5901398000001,[-0.26759259 -0.29722222],24,1,"[5, 24, 0, 21]",1,-1
84,21,531.7019387999999,[-0.47407407 -0.28703704],5,0,"[5, 24, 0, 21]",1,-1
85,21,532.3417963000002,[ 0.51666667 -0.29444444],21,0,"[5, 24, 0, 21]",1,-1
86,22,535.8219914000001,[ 0.20092593 -0.30740741],13,2,"[25, 11, 13, 9]",23,-1
87,22,537.4458857,[ 0.52685185 -0.31481481],9,2,"[25, 11, 13, 9]",23,-1
88,22,541.3339430999999,[-0.50833333 -0.28518519],25,0,"[25, 11, 13, 9]",23,-1
89,22,541.8060937,[-0.20462963 -0.29907407],11,0,"[25, 11, 13, 9]",23,-1
90,23,545.8538116,[ 0.13703704 -0.27777778],26,2,"[24, 6, 26, 21]",5,-1
91,23,548.9579853,[-0.57314815 -0.28055556],24,0,"[24, 6, 26, 21]",5,-1
92,23,551.077914,[-0.25462963 -0.29074074],6,0,"[24, 6, 26, 21]",5,-1
93,23,551.8137929999998,[ 0.52592593 -0.28888889],21,0,"[24, 6, 26, 21]",5,-1
94,24,560.0700797999998,[ 0.16296296 -0.3037037 ],15,2,"[19, 0, 15, 27]",26,-1
95,24,560.8300267,[ 0.54351852 -0.29537037],27,2,"[19, 0, 15, 27]",26,-1
96,24,562.2459979999999,[-0.52407407 -0.29722222],19,0,"[19, 0, 15, 27]",26,-1
97,24,562.7181031999999,[-0.19166667 -0.29074074],0,0,"[19, 0, 15, 27]",26,-1
98,25,567.4459284999998,[ 0.18425926 -0.32222222],27,2,"[22, 4, 27, 7]",3,-1
99,25,569.30989,[-0.13888889 -0.30462963],4,1,"[22, 4, 27, 7]",3,-1
100,25,577.1258966,[-0.51296296 -0.28240741],22,0,"[22, 4, 27, 7]",3,-1
101,25,577.6697391000002,[ 0.51481481 -0.27962963],7,0,"[22, 4, 27, 7]",3,-1
102,26,586.3419908999999,[ 0.52314815 -0.28981481],15,3,"[24, 28, 18, 15]",10,-1
103,26,592.1339180999998,[ 0.16666667 -0.29074074],18,2,"[24, 28, 18, 15]",10,-1
104,26,593.6377333,[-0.24074074 -0.28611111],28,1,"[24, 28, 18, 15]",10,-1
105,26,594.0861187,[-0.51851852 -0.28333333],24,0,"[24, 28, 18, 15]",10,-1
106,27,607.0222100000001,[-0.525      -0.28888889],18,0,"[18, 20, 28, 23]",12,-1
107,27,609.6059727000002,[ 0.54351852 -0.30740741],23,2,"[18, 20, 28, 23]",12,-1
108,27,614.3979635000001,[-0.14259259 -0.30462963],20,0,"[18, 20, 28, 23]",12,-1
109,27,614.8617417999999,[ 0.225     -0.2787037],28,0,"[18, 20, 28, 23]",12,-1
110,28,622.3019261,[-0.14537037 -0.30092593],3,1,"[9, 3, 24, 15]",19,-1
111,28,629.7427604999998,[ 0.11388889 -0.3212963 ],24,1,"[9, 3, 24, 15]",19,-1
112,28,635.9577880000002,[ 0.52685185 -0.2962963 ],15,1,"[9, 3, 24, 15]",19,-1
113,28,636.6057669000002,[-0.48148148 -0.27962963],9,0,"[9, 3, 24, 15]",19,-1
114,29,639.3978357999999,[ 0.15462963 -0.3       ],8,2,"[20, 17, 8, 15]",25,-1
115,29,641.7258151000001,[ 0.46851852 -0.28425926],15,2,"[20, 17, 8, 15]",25,-1
116,29,646.3181677000002,[-0.11574074 -0.29722222],17,1,"[20, 17, 8, 15]",25,-1
117,29,646.8298438000002,[-0.48240741 -0.26944444],20,0,"[20, 17, 8, 15]",25,-1
118,30,655.7178884,[ 0.53796296 -0.28611111],17,3,"[24, 8, 12, 17]",22,-1
119,30,656.6380812000002,[-0.18888889 -0.28148148],8,1,"[24, 8, 12, 17]",22,-1
120,30,661.0383280000001,[ 0.18148148 -0.29537037],12,1,"[24, 8, 12, 17]",22,-1
121,30,661.5578848999999,[-0.45462963 -0.28055556],24,0,"[24, 8, 12, 17]",22,-1
122,31,669.5261031,[-0.14351852 -0.31851852],11,1,"[27, 11, 0, 4]",2,0
123,31,670.3177200999999,[ 0.55462963 -0.31388889],4,2,"[27, 11, 0, 4]",2,0
124,31,671.4858393999998,[-0.53518519 -0.30925926],27,0,"[27, 11, 0, 4]",2,0
125,31,672.0702096999999,[ 0.16574074 -0.29259259],0,0,"[27, 11, 0, 4]",2,0
126,32,683.9261377000003,[-0.10277778 -0.31203704],16,1,"[2, 16, 13, 15]",26,0
127,32,688.7178732000002,[-0.53518519 -0.29537037],2,0,"[2, 16, 13, 15]",26,0
128,32,692.9579954999999,[ 0.17314815 -0.27407407],13,0,"[2, 16, 13, 15]",26,0
129,32,693.5899938000002,[ 0.52777778 -0.26944444],15,0,"[2, 16, 13, 15]",26,0
130,33,709.3740993000001,[ 0.48333333 -0.27777778],6,3,"[22, 21, 17, 6]",29,0
131,33,714.6700673999999,[ 0.14444444 -0.28703704],17,2,"[22, 21, 17, 6]",29,0
132,33,717.1179662,[-0.49722222 -0.26481481],22,0,"[22, 21, 17, 6]",29,0
133,33,717.5659497000001,[-0.16388889 -0.25833333],21,0,"[22, 21, 17, 6]",29,0
134,34,722.8938624000002,[ 0.1712963  -0.28796296],22,2,"[12, 27, 22, 29]",0,0
135,34,730.4857873999999,[ 0.54351852 -0.28611111],29,2,"[12, 27, 22, 29]",0,0
136,34,736.3983118000001,[-0.48518519 -0.29444444],12,0,"[12, 27, 22, 29]",0,0
137,34,736.8299440000001,[-0.21296296 -0.28518519],27,0,"[12, 27, 22, 29]",0,0
138,35,739.3098568999999,[ 0.13888889 -0.3212963 ],25,2,"[13, 8, 25, 26]",15,0
139,35,740.3899461999999,[ 0.54722222 -0.30092593],26,2,"[13, 8, 25, 26]",15,0
140,35,745.4138035999999,[-0.11111111 -0.26851852],8,1,"[13, 8, 25, 26]",15,0
141,35,745.9023522000002,[-0.50277778 -0.25925926],13,0,"[13, 8, 25, 26]",15,0
142,36,758.3018900000002,[ 0.53703704 -0.27592593],25,3,"[3, 1, 11, 25]",28,0
143,36,760.6539895000001,[-0.14444444 -0.27777778],1,1,"[3, 1, 11, 25]",28,0
144,36,762.4460733000001,[ 0.10740741 -0.27592593],11,1,"[3, 1, 11, 25]",28,0
145,36,763.0060629999998,[-0.49166667 -0.27407407],3,0,"[3, 1, 11, 25]",28,0
146,37,768.1578542000002,[ 0.11018519 -0.31018519],11,2,"[22, 21, 11, 10]",27,0
147,37,772.4380691000001,[-0.14166667 -0.30092593],21,1,"[22, 21, 11, 10]",27,0
148,37,776.2140711000002,[ 0.53981481 -0.27592593],10,1,"[22, 21, 11, 10]",27,0
149,37,776.7818272999998,[-0.53055556 -0.27314815],22,0,"[22, 21, 11, 10]",27,0
150,38,788.1257148999998,[-0.52592593 -0.28888889],22,0,"[22, 15, 12, 25]",17,0
151,38,792.5898932999999,[-0.16574074 -0.30092593],15,0,"[22, 15, 12, 25]",17,0
152,38,793.2858569999999,[ 0.56481481 -0.31481481],25,1,"[22, 15, 12, 25]",17,0
153,38,793.8220400999999,[ 0.2037037  -0.30648148],12,0,"[22, 15, 12, 25]",17,0
154,39,799.1577800999999,[ 0.18518519 -0.3       ],8,2,"[15, 12, 8, 23]",16,0
155,39,808.8060963999997,[ 0.53518519 -0.29444444],23,2,"[15, 12, 8, 23]",16,0
156,39,809.3419100000001,[-0.57222222 -0.28518519],15,0,"[15, 12, 8, 23]",16,0
157,39,809.7817506000001,[-0.16574074 -0.28333333],12,0,"[15, 12, 8, 23]",16,0
158,40,824.0304030999996,[-0.16296296 -0.31203704],18,1,"[23, 18, 3, 17]",21,0
159,40,825.0539151000003,[-0.53333333 -0.27037037],23,0,"[23, 18, 3, 17]",21,0
160,40,830.6217954000003,[ 0.1962963  -0.27685185],3,0,"[23, 18, 3, 17]",21,0
161,40,831.0536966999998,[ 0.56388889 -0.26944444],17,0,"[23, 18, 3, 17]",21,0
162,41,838.3259477000001,[ 0.49259259 -0.28148148],18,3,"[13, 5, 21, 18]",3,0
163,41,847.7178804000005,[ 0.20833333 -0.28425926],21,2,"[13, 5, 21, 18]",3,0
164,41,850.2219490999996,[-0.5037037 -0.275    ],13,0,"[13, 5, 21, 18]",3,0
165,41,851.1339568000003,[-0.18055556 -0.26018519],5,0,"[13, 5, 21, 18]",3,0
166,42,855.1101132000003,[-0.12314815 -0.28148148],14,1,"[0, 14, 13, 27]",22,0
167,42,861.2860836999998,[ 0.15740741 -0.27407407],13,1,"[0, 14, 13, 27]",22,0
168,42,863.2941056,[-0.48703704 -0.26574074],0,0,"[0, 14, 13, 27]",22,0
169,42,863.9337355999996,[ 0.52037037 -0.28148148],27,0,"[0, 14, 13, 27]",22,0
170,43,870.3899382999998,[-0.51018519 -0.28240741],19,0,"[19, 24, 25, 5]",18,0
171,43,878.3818864000004,[ 0.16296296 -0.28703704],25,1,"[19, 24, 25, 5]",18,0
172,43,881.2378239,[ 0.55462963 -0.28518519],5,1,"[19, 24, 25, 5]",18,0
173,43,881.7341605000001,[-0.18148148 -0.29166667],24,0,"[19, 24, 25, 5]",18,0
174,44,889.6301276000004,[ 0.52962963 -0.27685185],16,3,"[3, 7, 20, 16]",23,0
175,44,897.9978719000001,[-0.53240741 -0.29074074],3,0,"[3, 7, 20, 16]",23,0
176,44,901.8617961,[-0.1287037  -0.28333333],7,0,"[3, 7, 20, 16]",23,0
177,44,902.2859544000003,[ 0.18703704 -0.27314815],20,0,"[3, 7, 20, 16]",23,0
178,45,923.0699365999999,[-0.13796296 -0.28611111],18,1,"[15, 18, 9, 14]",5,0
179,45,927.1338691000001,[ 0.52777778 -0.28518519],14,2,"[15, 18, 9, 14]",5,0
180,45,928.0139135,[-0.51111111 -0.27685185],15,0,"[15, 18, 9, 14]",5,0
181,45,928.7578777999997,[ 0.16481481 -0.27592593],9,0,"[15, 18, 9, 14]",5,0
182,46,934.0220595999999,[ 0.50185185 -0.29074074],22,3,"[17, 2, 26, 22]",14,0
183,46,937.1019218000001,[-0.47592593 -0.2962963 ],17,0,"[17, 2, 26, 22]",14,0
184,46,939.1738465999997,[ 0.13611111 -0.31388889],26,1,"[17, 2, 26, 22]",14,0
185,46,939.6698390000001,[-0.14166667 -0.29444444],2,0,"[17, 2, 26, 22]",14,0
186,47,943.9899163999999,[-0.16481481 -0.29814815],5,1,"[11, 5, 28, 13]",4,0
187,47,951.005682,[ 0.14444444 -0.29907407],28,1,"[11, 5, 28, 13]",4,0
188,47,957.8939696999996,[ 0.50185185 -0.30185185],13,1,"[11, 5, 28, 13]",4,0
189,47,958.4058537999999,[-0.56944444 -0.26851852],11,0,"[11, 5, 28, 13]",4,0
190,48,969.4218892999997,[ 0.49444444 -0.26851852],27,3,"[20, 7, 9, 27]",12,0
191,48,975.9659214000003,[-0.55092593 -0.27037037],20,0,"[20, 7, 9, 27]",12,0
192,48,983.102234,[ 0.08425926 -0.31481481],9,1,"[20, 7, 9, 27]",12,0
193,48,983.5499765000004,[-0.1212963  -0.28055556],7,0,"[20, 7, 9, 27]",12,0
194,49,993.0539544000003,[ 0.13333333 -0.28055556],7,2,"[12, 13, 7, 10]",6,0
195,49,994.2461990000002,[-0.15185185 -0.28333333],13,1,"[12, 13, 7, 10]",6,0
196,49,1000.6541047999999,[ 0.53518519 -0.25740741],10,1,"[12, 13, 7, 10]",6,0
197,49,1001.3817760000002,[-0.49907407 -0.25740741],12,0,"[12, 13, 7, 10]",6,0
198,50,1015.1179144999996,[ 0.225      -0.29074074],17,2,"[19, 21, 17, 25]",10,0
199,50,1016.8938132000003,[ 0.54074074 -0.29722222],25,2,"[19, 21, 17, 25]",10,0
200,50,1019.8860249999998,[-0.5037037  -0.30462963],19,0,"[19, 21, 17, 25]",10,0
201,50,1020.3417602,[-0.18518519 -0.29166667],21,0,"[19, 21, 17, 25]",10,0
202,51,1027.3579503,[ 0.52407407 -0.27777778],9,3,"[13, 11, 4, 9]",8,0
203,51,1029.6381405000002,[ 0.21203704 -0.28981481],4,2,"[13, 11, 4, 9]",8,0
204,51,1032.3339606,[-0.21388889 -0.31018519],11,1,"[13, 11, 4, 9]",8,0
205,51,1032.8299833,[-0.51296296 -0.28888889],13,0,"[13, 11, 4, 9]",8,0
206,52,1040.4697428,[ 0.11944444 -0.2787037 ],8,2,"[4, 7, 8, 22]",25,0
207,52,1044.4539347999998,[-0.525      -0.28055556],4,0,"[4, 7, 8, 22]",25,0
208,52,1046.9578616,[ 0.56018519 -0.29351852],22,1,"[4, 7, 8, 22]",25,0
209,52,1047.5017243000002,[-0.16944444 -0.27685185],7,0,"[4, 7, 8, 22]",25,0
210,53,1054.6058433999997,[ 0.5287037  -0.27037037],22,3,"[5, 23, 21, 22]",7,0
211,53,1057.9020432999996,[-0.13148148 -0.28611111],23,1,"[5, 23, 21, 22]",7,0
212,53,1064.6137386999999,[ 0.28240741 -0.27037037],21,1,"[5, 23, 21, 22]",7,0
213,53,1065.2537855,[-0.48888889 -0.27037037],5,0,"[5, 23, 21, 22]",7,0
214,54,1076.1100389000003,[-0.51388889 -0.28055556],23,0,"[23, 19, 28, 12]",24,0
215,54,1081.0779570000004,[-0.16574074 -0.29259259],19,0,"[23, 19, 28, 12]",24,0
