,exp_trial_num,staircase_id,staircase_trial_num,distance,current_step_size,clicked_face_id,click_position,click_time_experiment,click_time_current_trial,faces_shown,was_correct,next_direction
0,0,2-10,0,500,400,2-10-526_0_image,[ 0.01944444 -0.04305556],23.62193490000027,22.715772199999265,"2-10-26_0_image,2-10-526_0_image,2-10-26_1_image",True,down
1,0,10-17,0,500,400,10-17-753_0_image,[ 0.06041667 -0.04375   ],34.20650299999943,9.711838799999896,"10-17-253_1_image,10-17-753_0_image,10-17-253_0_image",True,down
2,0,13-30,0,500,400,13-30-130_0_image,[ 0.42569444 -0.12222222],44.89546359999986,9.811138200000642,"13-30-630_0_image,13-30-630_1_image,13-30-130_0_image",True,down
3,0,13-20,0,500,400,13-20-3_0_image,[ 0.00902778 -0.05347222],48.00749429999996,2.2362665999989986,"13-20-503_1_image,13-20-3_0_image,13-20-503_0_image",True,down
4,0,5-17,0,500,400,5-17-160_0_image,[ 0.08888889 -0.06388889],51.087609399999565,2.2114669000002323,"5-17-660_1_image,5-17-160_0_image,5-17-660_0_image",True,down
5,0,14-27,0,500,400,14-27-9_0_image,[-0.34930556 -0.06527778],55.61340310000014,3.6550514999998995,"14-27-9_0_image,14-27-509_0_image,14-27-509_1_image",True,down
6,0,1-28,0,500,400,1-28-359_0_image,[0.02638889 0.00694444],58.29570869999952,1.8029198999993241,"1-28-859_1_image,1-28-359_0_image,1-28-859_0_image",True,down
7,0,15-24,0,500,400,15-24-771_0_image,[ 0.0375     -0.01527778],61.267550599999595,2.108240300000034,"15-24-271_0_image,15-24-771_0_image,15-24-271_1_image",True,down
8,0,14-16,0,500,400,14-16-952_0_image,[-0.41180556 -0.07986111],67.69405939999888,5.555751199999577,"14-16-952_0_image,14-16-452_1_image,14-16-452_0_image",True,down
9,0,3-5,0,500,400,3-5-4_0_image,[ 0.01805556 -0.02083333],71.49111449999873,2.9365357999995467,"3-5-504_0_image,3-5-4_0_image,3-5-504_1_image",True,down
10,0,22-23,0,500,400,22-23-85_0_image,[0.07638889 0.00208333],74.3833125000001,2.0303203999992547,"22-23-585_1_image,22-23-85_0_image,22-23-585_0_image",True,down
11,0,7-12,0,500,400,7-12-401_0_image,[0.36111111 0.03402778],80.90508769999906,5.656124600000112,"7-12-901_1_image,7-12-901_0_image,7-12-401_0_image",True,down
12,0,4-12,0,500,400,4-12-445_0_image,[-0.00763889 -0.09722222],84.93714960000034,3.1749964999999065,"4-12-945_0_image,4-12-445_0_image,4-12-945_1_image",True,down
13,1,7-12,1,100,400,7-12-746_0_image,[ 0.09166667 -0.06597222],92.72004259999994,6.930311000000074,"7-12-746_1_image,7-12-746_0_image,7-12-846_0_image",False,up
14,1,5-17,1,100,400,5-17-367_0_image,[ 0.10347222 -0.04791667],101.05175210000016,7.484744800000044,"5-17-467_0_image,5-17-367_0_image,5-17-367_1_image",False,up
15,1,4-12,1,100,400,4-12-491_0_image,[ 0.43958333 -0.11388889],109.61568619999889,7.708871499999077,"4-12-491_1_image,4-12-591_0_image,4-12-491_0_image",False,up
16,1,22-23,1,100,400,22-23-522_0_image,[ 0.35277778 -0.04652778],121.58268510000016,11.10665439999866,"22-23-622_0_image,22-23-522_1_image,22-23-522_0_image",False,up
17,1,13-20,1,100,400,13-20-215_1_image,[ 0.43680556 -0.04583333],146.0903398999999,23.643051999999443,"13-20-115_0_image,13-20-215_0_image,13-20-215_1_image",False,up
18,1,1-28,1,100,400,1-28-691_0_image,[-0.375      -0.10555556],170.11407659999895,23.18210259999978,"1-28-691_0_image,1-28-591_1_image,1-28-591_0_image",True,down
19,1,13-30,1,100,400,13-30-819_0_image,[ 0.47986111 -0.11458333],184.70290980000027,13.716785100001289,"13-30-919_0_image,13-30-919_1_image,13-30-819_0_image",True,down
20,1,14-27,1,100,400,14-27-919_0_image,[ 0.44305556 -0.08819444],200.90986089999933,15.341256199999407,"14-27-819_0_image,14-27-819_1_image,14-27-919_0_image",True,down
21,1,15-24,1,100,400,15-24-891_0_image,[-0.37777778 -0.075     ],208.43057539999973,6.675432799998816,"15-24-891_0_image,15-24-991_0_image,15-24-891_1_image",False,up
22,1,10-17,1,100,400,10-17-269_1_image,[ 0.06041667 -0.11388889],239.06132419999994,29.751051299999745,"10-17-269_0_image,10-17-269_1_image,10-17-369_0_image",False,up
23,1,3-5,1,100,400,3-5-804_0_image,[-0.34166667 -0.05347222],264.37610159999895,24.456423300000097,"3-5-804_0_image,3-5-904_1_image,3-5-904_0_image",True,down
24,1,2-10,1,100,400,2-10-74_0_image,[ 0.51319444 -0.125     ],284.7629595999988,19.47766330000013,"2-10-74_1_image,2-10-174_0_image,2-10-74_0_image",False,up
25,1,14-16,1,100,400,14-16-768_0_image,[ 0.44444444 -0.12291667],302.17739079999956,16.56599920000008,"14-16-668_1_image,14-16-668_0_image,14-16-768_0_image",True,down
26,2,10-17,2,420,320,10-17-465_0_image,[-0.02291667 -0.13819444],328.4113036999988,25.370362799998475,"10-17-885_0_image,10-17-465_0_image,10-17-885_1_image",True,up
27,2,1-28,2,1,400,1-28-867_0_image,[ 0.08611111 -0.08611111],351.14190099999905,21.866200699998444,"1-28-866_0_image,1-28-867_0_image,1-28-867_1_image",False,up
28,2,13-30,2,1,400,13-30-255_0_image,[ 0.10972222 -0.05069444],365.9910767000001,13.9877620999996,"13-30-256_0_image,13-30-255_0_image,13-30-255_1_image",False,up
29,2,5-17,2,420,320,5-17-508_1_image,[ 0.05694444 -0.08472222],372.74461429999974,5.901878799999395,"5-17-928_0_image,5-17-508_1_image,5-17-508_0_image",False,up
30,2,14-27,2,1,400,14-27-258_1_image,[ 0.46041667 -0.15486111],387.5747257999992,13.968487100000857,"14-27-257_0_image,14-27-258_0_image,14-27-258_1_image",False,up
31,2,2-10,2,420,320,2-10-882_0_image,[-0.01180556 -0.10555556],397.54833039999903,9.102693299999373,"2-10-462_0_image,2-10-882_0_image,2-10-882_1_image",False,up
32,2,3-5,2,1,400,3-5-806_0_image,[ 0.37916667 -0.07847222],421.4901401999996,23.086745299999166,"3-5-805_0_image,3-5-806_1_image,3-5-806_0_image",False,up
33,2,15-24,2,420,320,15-24-579_0_image,[-0.01041667 -0.11527778],425.334336599999,3.001788999999917,"15-24-999_1_image,15-24-579_0_image,15-24-999_0_image",True,up
34,2,7-12,2,420,320,7-12-838_0_image,[-0.03055556 -0.11041667],429.44330099999934,3.242899100001523,"7-12-418_0_image,7-12-838_0_image,7-12-418_1_image",True,up
35,2,13-20,2,420,320,13-20-378_0_image,[0.32152778 0.01875   ],435.14335779999965,4.839041999999608,"13-20-798_1_image,13-20-798_0_image,13-20-378_0_image",True,up
36,2,14-16,2,1,400,14-16-212_0_image,[-0.44027778 -0.05347222],440.43385809999927,4.421532799999113,"14-16-212_0_image,14-16-213_0_image,14-16-212_1_image",False,up
37,2,4-12,2,420,320,4-12-114_0_image,[ 0.10972222 -0.07222222],445.2008912000001,3.9180282000015723,"4-12-534_0_image,4-12-114_0_image,4-12-534_1_image",True,up
38,2,22-23,2,420,320,22-23-479_0_image,[-0.45486111  0.01041667],447.9188882999988,1.858534500001042,"22-23-479_0_image,22-23-899_1_image,22-23-899_0_image",True,up
39,3,15-24,3,420,320,15-24-391_0_image,[ 0.02291667 -0.04930556],451.59395120000045,2.8254376000004413,"15-24-811_0_image,15-24-391_0_image,15-24-811_1_image",True,down
40,3,10-17,3,420,320,10-17-685_0_image,[ 0.07986111 -0.06875   ],459.48762689999967,7.038784400001532,"10-17-265_1_image,10-17-685_0_image,10-17-265_0_image",True,down
41,3,5-17,3,740,320,5-17-942_0_image,[-0.41111111 -0.04722222],462.4147936999998,2.0775078000006033,"5-17-942_0_image,5-17-202_1_image,5-17-202_0_image",True,up
42,3,22-23,3,420,320,22-23-962_0_image,[-0.35555556 -0.08194444],465.35255849999885,2.0640708999999333,"22-23-962_0_image,22-23-542_0_image,22-23-542_1_image",True,down
43,3,2-10,3,740,320,2-10-961_0_image,[-0.47916667 -0.09583333],469.2926375999996,3.0737428000011278,"2-10-961_0_image,2-10-221_0_image,2-10-221_1_image",True,up
44,3,4-12,3,420,320,4-12-944_0_image,[-0.47152778 -0.1125    ],474.6914402000002,4.528666399999565,"4-12-944_0_image,4-12-524_0_image,4-12-524_1_image",True,down
45,3,14-16,3,321,320,14-16-137_0_image,[ 0.03402778 -0.0625    ],478.97151979999944,3.44039949999933,"14-16-458_0_image,14-16-137_0_image,14-16-458_1_image",True,up
46,3,13-20,3,420,320,13-20-897_0_image,[0.40138889 0.04930556],482.5815010999995,2.759212300001309,"13-20-477_0_image,13-20-477_1_image,13-20-897_0_image",True,down
47,3,3-5,3,321,320,3-5-695_0_image,[-0.48958333 -0.04583333],489.3843543999992,5.923418300000776,"3-5-695_0_image,3-5-374_0_image,3-5-374_1_image",True,up
48,3,1-28,3,321,320,1-28-14_0_image,[-0.42013889  0.04444444],497.18824959999984,6.93604889999915,"1-28-14_0_image,1-28-335_1_image,1-28-335_0_image",True,up
49,3,14-27,3,321,320,14-27-395_0_image,[-0.35625    -0.02152778],502.21222449999914,4.147707000000082,"14-27-395_0_image,14-27-74_1_image,14-27-74_0_image",True,up
50,3,13-30,3,321,320,13-30-993_1_image,[ 0.03333333 -0.075     ],518.5329667999995,15.455093399999896,"13-30-672_0_image,13-30-993_1_image,13-30-993_0_image",False,up
51,3,7-12,3,420,320,7-12-452_0_image,[ 0.04305556 -0.07708333],522.7481779999998,3.3445494000006875,"7-12-32_0_image,7-12-452_0_image,7-12-32_1_image",True,down
52,4,13-30,4,641,320,13-30-307_0_image,[-0.42222222 -0.03333333],525.5079693999996,1.8966156999995292,"13-30-307_0_image,13-30-948_0_image,13-30-948_1_image",True,up
53,4,5-17,4,740,320,5-17-137_0_image,[ 0.12708333 -0.05347222],528.5218636999998,2.160669599999892,"5-17-877_1_image,5-17-137_0_image,5-17-877_0_image",True,down
54,4,7-12,4,180,240,7-12-454_0_image,[0.46944444 0.03263889],532.2909361000002,2.902139399999214,"7-12-634_1_image,7-12-634_0_image,7-12-454_0_image",True,down
55,4,22-23,4,180,240,22-23-732_0_image,[-0.00833333 -0.05555556],551.4448353999996,18.29928540000037,"22-23-552_1_image,22-23-732_0_image,22-23-552_0_image",True,down
56,4,1-28,4,321,320,1-28-882_0_image,[-0.40347222  0.00208333],553.9186666000005,1.6145272000012483,"1-28-882_0_image,1-28-561_0_image,1-28-561_1_image",True,down
57,4,13-20,4,180,240,13-20-311_0_image,[ 0.00347222 -0.10277778],569.6215996999999,14.8523325999995,"13-20-311_1_image,13-20-311_0_image,13-20-131_0_image",False,up
58,4,14-16,4,321,320,14-16-384_0_image,[ 0.00486111 -0.06736111],575.4164684999996,4.9536808999982895,"14-16-705_0_image,14-16-384_0_image,14-16-705_1_image",True,down
59,4,15-24,4,180,240,15-24-505_0_image,[ 0.0125     -0.10486111],578.9193679,2.644407699999647,"15-24-685_0_image,15-24-505_0_image,15-24-685_1_image",True,down
60,4,10-17,4,180,240,10-17-281_1_image,[0.41180556 0.02152778],584.7295534999994,4.947800100000677,"10-17-101_0_image,10-17-281_0_image,10-17-281_1_image",False,up
61,4,4-12,4,180,240,4-12-202_0_image,[-0.42847222 -0.03055556],591.2001977999989,5.620219000000361,"4-12-202_0_image,4-12-382_0_image,4-12-382_1_image",True,down
