,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.716819889
1,30,5,5,1,5.931994043
2,30,5,5,2,5.258511516
3,30,5,5,3,4.586115438
4,30,5,5,4,4.277801068
5,30,5,5,5,3.539036089
6,30,5,5,6,3.728264055
7,30,5,5,7,3.14653791
8,30,5,5,8,3.387551861
9,30,5,5,9,2.43389855
