,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,16.91684169997461,[-0.49652778 -0.29861111],24,0,"[24, 3, 6, 15]",28,-1
1,0,17.412874799978454,[ 0.18263889 -0.31736111],6,1,"[24, 3, 6, 15]",28,-1
2,0,18.308863799960818,[-0.10833333 -0.30486111],3,0,"[24, 3, 6, 15]",28,-1
3,0,18.692686399968807,[ 0.5125     -0.30833333],15,0,"[24, 3, 6, 15]",28,-1
4,1,24.204853600007482,[ 0.50069444 -0.30486111],1,3,"[16, 13, 22, 1]",9,-1
5,1,26.165021499968134,[-0.48888889 -0.31875   ],16,0,"[16, 13, 22, 1]",9,-1
6,1,26.548743699968327,[-0.18958333 -0.30763889],13,0,"[16, 13, 22, 1]",9,-1
7,1,26.796794699970633,[ 0.15763889 -0.29930556],22,0,"[16, 13, 22, 1]",9,-1
8,2,34.836867599980906,[ 0.52291667 -0.32222222],5,3,"[19, 24, 14, 5]",8,-1
9,2,35.45278719998896,[ 0.22083333 -0.30069444],14,2,"[19, 24, 14, 5]",8,-1
10,2,36.34078450000379,[-0.10486111 -0.29791667],24,1,"[19, 24, 14, 5]",8,-1
11,2,36.71676999999909,[-0.44722222 -0.28402778],19,0,"[19, 24, 14, 5]",8,-1
12,3,40.15687949996209,[ 0.56805556 -0.29791667],9,3,"[11, 24, 12, 9]",7,-1
13,3,45.3808643000084,[-0.53611111 -0.31388889],11,0,"[11, 24, 12, 9]",7,-1
14,3,46.73283359996276,[-0.11805556 -0.30972222],24,0,"[11, 24, 12, 9]",7,-1
15,3,47.284831399971154,[ 0.12361111 -0.27708333],12,0,"[11, 24, 12, 9]",7,-1
16,4,61.236813900002744,[ 0.5        -0.28333333],25,3,"[5, 26, 21, 25]",27,-1
17,4,62.284768000012264,[-0.13680556 -0.31111111],26,1,"[5, 26, 21, 25]",27,-1
18,4,62.49275289999787,[ 0.20347222 -0.3       ],21,1,"[5, 26, 21, 25]",27,-1
19,4,62.74865389999468,[-0.53888889 -0.30902778],5,0,"[5, 26, 21, 25]",27,-1
20,5,64.9567728000111,[ 0.10763889 -0.27569444],2,2,"[16, 0, 2, 24]",4,-1
21,5,66.10086619999493,[ 0.47569444 -0.28888889],24,2,"[16, 0, 2, 24]",4,-1
22,5,66.63674659997923,[-0.47222222 -0.3125    ],16,0,"[16, 0, 2, 24]",4,-1
23,5,66.88487060001353,[-0.23958333 -0.3125    ],0,0,"[16, 0, 2, 24]",4,-1
24,6,74.93291430000681,[-0.47569444 -0.32152778],4,0,"[4, 16, 17, 13]",1,-1
25,6,75.46080309996614,[ 0.55694444 -0.31180556],13,2,"[4, 16, 17, 13]",1,-1
26,6,75.97267389995977,[ 0.16597222 -0.31180556],17,1,"[4, 16, 17, 13]",1,-1
27,6,76.21263570000883,[-0.18611111 -0.30486111],16,0,"[4, 16, 17, 13]",1,-1
28,7,80.42881770001259,[-0.4875     -0.29861111],27,0,"[27, 3, 0, 15]",21,-1
29,7,82.62897189997602,[ 0.53402778 -0.29930556],15,2,"[27, 3, 0, 15]",21,-1
30,7,83.17277890001424,[-0.15416667 -0.32847222],3,0,"[27, 3, 0, 15]",21,-1
31,7,83.39661150000757,[ 0.19513889 -0.30694444],0,0,"[27, 3, 0, 15]",21,-1
32,8,88.72477789997356,[ 0.52083333 -0.28402778],13,3,"[15, 28, 22, 13]",18,-1
33,8,89.49267710000277,[-0.47777778 -0.27083333],15,0,"[15, 28, 22, 13]",18,-1
34,8,90.35667760000797,[ 0.06180556 -0.30138889],22,1,"[15, 28, 22, 13]",18,-1
35,8,90.61276709998492,[-0.11805556 -0.30972222],28,0,"[15, 28, 22, 13]",18,-1
36,9,95.94874719996005,[-0.50208333 -0.28680556],3,0,"[3, 17, 16, 21]",26,-1
37,9,99.06889950000914,[ 0.47083333 -0.30416667],21,2,"[3, 17, 16, 21]",26,-1
38,9,99.98061909998069,[-0.09305556 -0.3125    ],17,0,"[3, 17, 16, 21]",26,-1
39,9,100.22861689998535,[ 0.18819444 -0.30694444],16,0,"[3, 17, 16, 21]",26,-1
40,10,110.64473709999584,[-0.12777778 -0.26527778],18,1,"[13, 18, 4, 25]",24,-1
41,10,111.16473219997715,[ 0.40694444 -0.27083333],25,2,"[13, 18, 4, 25]",24,-1
42,10,111.77264529996319,[-0.51458333 -0.32847222],13,0,"[13, 18, 4, 25]",24,-1
43,10,112.02059219998773,[ 0.30069444 -0.28055556],4,0,"[13, 18, 4, 25]",24,-1
44,11,117.00504059996456,[ 0.52083333 -0.26736111],13,3,"[21, 1, 9, 13]",23,-1
45,11,120.01287119998597,[-0.53472222 -0.30833333],21,0,"[21, 1, 9, 13]",23,-1
46,11,120.548707799986,[ 0.17847222 -0.29027778],9,1,"[21, 1, 9, 13]",23,-1
47,11,120.85268619999988,[-0.09166667 -0.32083333],1,0,"[21, 1, 9, 13]",23,-1
48,12,129.7007478000014,[ 0.13819444 -0.30347222],25,2,"[5, 11, 25, 17]",6,-1
49,12,130.3567346999771,[-0.45555556 -0.32569444],5,0,"[5, 11, 25, 17]",6,-1
50,12,130.79662099998677,[ 0.53333333 -0.31388889],17,1,"[5, 11, 25, 17]",6,-1
51,12,131.06061769998632,[-0.12777778 -0.30763889],11,0,"[5, 11, 25, 17]",6,-1
52,13,137.9888336000149,[ 0.12083333 -0.29583333],3,2,"[19, 27, 3, 15]",11,-1
53,13,138.53263819997665,[-0.46041667 -0.31111111],19,0,"[19, 27, 3, 15]",11,-1
54,13,138.80461930000456,[-0.25486111 -0.30416667],27,0,"[19, 27, 3, 15]",11,-1
55,13,139.0926462999778,[ 0.53680556 -0.26736111],15,0,"[19, 27, 3, 15]",11,-1
56,14,148.2688494999893,[-0.52916667 -0.31458333],17,0,"[17, 4, 2, 19]",22,-1
57,14,149.70087479997892,[ 0.10763889 -0.29722222],2,1,"[17, 4, 2, 19]",22,-1
58,14,150.0687076000031,[ 0.46666667 -0.27222222],19,1,"[17, 4, 2, 19]",22,-1
59,14,150.3326645999914,[-0.04930556 -0.28541667],4,0,"[17, 4, 2, 19]",22,-1
60,15,161.5569039999973,[ 0.23888889 -0.31041667],15,2,"[3, 17, 15, 5]",29,-1
61,15,162.0527327999589,[-0.52777778 -0.32361111],3,0,"[3, 17, 15, 5]",29,-1
