,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.408397582
1,30,5,5,1,5.929558182
2,30,5,5,2,5.186072398
3,30,5,5,3,4.948367044
4,30,5,5,4,3.935169917
5,30,5,5,5,3.572321867
6,30,5,5,6,3.498765973
7,30,5,5,7,3.31398218
8,30,5,5,8,2.622198076
9,30,5,5,9,2.533645107
