,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,32.70581840001978,[ 0.52916667 -0.31597222],4,3,"[23, 19, 6, 4]",8,-1
1,0,38.601797500043176,[ 0.20694444 -0.30069444],6,2,"[23, 19, 6, 4]",8,-1
2,0,39.457662700035144,[-0.51458333 -0.27708333],23,0,"[23, 19, 6, 4]",8,-1
3,0,40.545758399995975,[-0.21458333 -0.29236111],19,0,"[23, 19, 6, 4]",8,-1
4,1,49.57788769999752,[ 0.16458333 -0.3       ],17,2,"[8, 4, 17, 19]",23,-1
5,1,59.097778299998026,[-0.38541667 -0.28819444],8,0,"[8, 4, 17, 19]",23,-1
6,1,61.257609500025865,[ 0.56388889 -0.30277778],19,1,"[8, 4, 17, 19]",23,-1
7,1,62.00964930001646,[-0.08680556 -0.29722222],4,0,"[8, 4, 17, 19]",23,-1
8,2,73.36191919998964,[-0.42916667 -0.30138889],19,0,"[19, 23, 25, 22]",2,-1
9,2,74.80165300000226,[ 0.08125    -0.30138889],25,1,"[19, 23, 25, 22]",2,-1
10,2,85.35366120003164,[-0.04930556 -0.31875   ],23,0,"[19, 23, 25, 22]",2,-1
11,2,86.10555209999438,[ 0.48125    -0.32083333],22,0,"[19, 23, 25, 22]",2,-1
12,3,103.10593489999883,[ 0.37847222 -0.31111111],14,3,"[4, 17, 28, 14]",9,-1
13,3,106.2338141000364,[-0.06180556 -0.31180556],17,1,"[4, 17, 28, 14]",9,-1
14,3,109.11374130001059,[ 0.17986111 -0.29236111],28,1,"[4, 17, 28, 14]",9,-1
15,3,109.85755130002508,[-0.38541667 -0.28472222],4,0,"[4, 17, 28, 14]",9,-1
16,4,123.88186740002129,[-0.40972222 -0.29375   ],17,0,"[17, 22, 19, 4]",13,-1
17,4,128.28171690000454,[ 0.52847222 -0.33194444],4,2,"[17, 22, 19, 4]",13,-1
18,4,132.13778350001667,[ 0.06736111 -0.32638889],19,1,"[17, 22, 19, 4]",13,-1
19,4,132.67361300002085,[-0.10694444 -0.33263889],22,0,"[17, 22, 19, 4]",13,-1
20,5,140.30581490002805,[-0.41875    -0.32152778],14,0,"[14, 22, 23, 1]",25,-1
21,5,146.47387079999316,[ 0.22222222 -0.33680556],23,1,"[14, 22, 23, 1]",25,-1
22,5,148.03370620001806,[ 0.43333333 -0.33263889],1,1,"[14, 22, 23, 1]",25,-1
23,5,148.6655013000127,[-0.18125    -0.32222222],22,0,"[14, 22, 23, 1]",25,-1
24,6,153.49784289998934,[-0.12152778 -0.3375    ],24,1,"[11, 24, 17, 25]",19,-1
25,6,160.89780120004434,[ 0.49444444 -0.35277778],25,2,"[11, 24, 17, 25]",19,-1
