,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.019074028
1,30,5,5,1,6.072420132
2,30,5,5,2,5.38067156
3,30,5,5,3,4.526855539
4,30,5,5,4,3.914677767
5,30,5,5,5,4.041049329
6,30,5,5,6,3.298185008
7,30,5,5,7,2.785454928
8,30,5,5,8,2.784741732
9,30,5,5,9,2.513589711
