,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,20.699201199997333,[ 0.55833333 -0.27430556],26,3,"[5, 13, 27, 26]",9,-1
1,0,22.30708510000113,[ 0.17777778 -0.32986111],27,2,"[5, 13, 27, 26]",9,-1
2,0,23.395054900000105,[-0.42916667 -0.32777778],5,0,"[5, 13, 27, 26]",9,-1
3,0,23.714956900003017,[-0.26736111 -0.29652778],13,0,"[5, 13, 27, 26]",9,-1
4,1,27.147108600001957,[-0.49097222 -0.32152778],20,0,"[20, 27, 14, 25]",12,-1
5,1,28.891200600002776,[ 0.15555556 -0.30972222],14,1,"[20, 27, 14, 25]",12,-1
6,1,30.363037499999336,[ 0.49027778 -0.34930556],25,1,"[20, 27, 14, 25]",12,-1
7,1,30.787071799997648,[-0.16319444 -0.39236111],27,0,"[20, 27, 14, 25]",12,-1
8,2,38.875268000003416,[ 0.15625    -0.35486111],11,2,"[20, 23, 11, 7]",19,-1
9,2,39.76321330000064,[-0.18611111 -0.39722222],23,1,"[20, 23, 11, 7]",19,-1
10,2,40.731078400000115,[ 0.53194444 -0.32361111],7,1,"[20, 23, 11, 7]",19,-1
11,2,41.17110980000143,[-0.49861111 -0.35555556],20,0,"[20, 23, 11, 7]",19,-1
12,3,44.963165900000604,[ 0.15555556 -0.32847222],6,2,"[20, 14, 6, 0]",4,-1
13,3,47.55510759999743,[-0.23958333 -0.34722222],14,1,"[20, 14, 6, 0]",4,-1
14,3,48.98715909999737,[-0.51388889 -0.36527778],20,0,"[20, 14, 6, 0]",4,-1
15,3,49.68317129999923,[ 0.43472222 -0.26805556],0,0,"[20, 14, 6, 0]",4,-1
16,4,55.07496679999895,[ 0.4625     -0.32013889],14,3,"[21, 11, 4, 14]",13,-1
17,4,56.62898970000242,[ 0.14722222 -0.33819444],4,2,"[21, 11, 4, 14]",13,-1
18,4,58.04304389999743,[-0.49375    -0.33680556],21,0,"[21, 11, 4, 14]",13,-1
19,4,58.33095969999704,[-0.29166667 -0.31597222],11,0,"[21, 11, 4, 14]",13,-1
20,5,64.139110600001,[ 0.45625    -0.32152778],16,3,"[20, 12, 4, 16]",23,-1
21,5,64.45108210000035,[ 0.09027778 -0.33263889],4,2,"[20, 12, 4, 16]",23,-1
22,5,66.30702909999673,[-0.18888889 -0.36805556],12,1,"[20, 12, 4, 16]",23,-1
23,5,66.57894690000103,[-0.58819444 -0.32430556],20,0,"[20, 12, 4, 16]",23,-1
24,6,71.13898270000209,[-0.47083333 -0.35069444],17,0,"[17, 29, 13, 15]",22,-1
25,6,72.05904169999849,[ 0.56597222 -0.26319444],15,2,"[17, 29, 13, 15]",22,-1
26,6,72.81905830000323,[ 0.21736111 -0.33333333],13,1,"[17, 29, 13, 15]",22,-1
27,6,73.05907229999866,[-0.13958333 -0.31875   ],29,0,"[17, 29, 13, 15]",22,-1
28,7,79.34703520000039,[ 0.10138889 -0.27083333],24,2,"[12, 10, 24, 5]",21,-1
29,7,80.53927560000011,[-0.15694444 -0.29236111],10,1,"[12, 10, 24, 5]",21,-1
30,7,81.15499979999731,[-0.44861111 -0.30486111],12,0,"[12, 10, 24, 5]",21,-1
31,7,81.60293129999627,[ 0.46875    -0.25486111],5,0,"[12, 10, 24, 5]",21,-1
32,8,86.27509049999935,[-0.15208333 -0.30833333],15,1,"[7, 15, 0, 6]",3,-1
33,8,90.63508059999731,[-0.54930556 -0.30625   ],7,0,"[7, 15, 0, 6]",3,-1
34,8,91.91508020000038,[ 0.20347222 -0.32430556],0,0,"[7, 15, 0, 6]",3,-1
35,8,92.49100139999791,[ 0.61805556 -0.25069444],6,0,"[7, 15, 0, 6]",3,-1
36,9,97.18708090000291,[ 0.47847222 -0.25      ],16,3,"[13, 10, 6, 16]",17,-1
37,9,100.49912960000074,[-0.14166667 -0.31666667],10,1,"[13, 10, 6, 16]",17,-1
38,9,100.88292389999697,[ 0.15416667 -0.25902778],6,1,"[13, 10, 6, 16]",17,-1
39,9,101.57100099999661,[-0.54583333 -0.29097222],13,0,"[13, 10, 6, 16]",17,-1
40,10,105.05106910000177,[-0.48541667 -0.32152778],6,0,"[6, 7, 11, 10]",5,-1
41,10,108.74704539999948,[ 0.09444444 -0.30347222],11,1,"[6, 7, 11, 10]",5,-1
42,10,109.85104149999825,[ 0.48888889 -0.25277778],10,1,"[6, 7, 11, 10]",5,-1
43,10,110.63498699999764,[-0.18958333 -0.26319444],7,0,"[6, 7, 11, 10]",5,-1
44,11,115.85912839999946,[-0.12847222 -0.33055556],10,1,"[18, 10, 8, 17]",11,-1
45,11,118.20304519999627,[-0.43263889 -0.34305556],18,0,"[18, 10, 8, 17]",11,-1
46,11,119.47498050000286,[ 0.20902778 -0.37638889],8,0,"[18, 10, 8, 17]",11,-1
47,11,119.98691050000343,[ 0.41666667 -0.34861111],17,0,"[18, 10, 8, 17]",11,-1
48,12,125.64308090000122,[ 0.14444444 -0.30902778],2,2,"[24, 12, 2, 20]",7,-1
49,12,127.95512980000058,[ 0.39930556 -0.27916667],20,2,"[24, 12, 2, 20]",7,-1
50,12,129.01907819999906,[-0.42361111 -0.26805556],24,0,"[24, 12, 2, 20]",7,-1
