,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.450080741
1,30,5,5,1,5.645995217
2,30,5,5,2,5.221115272
3,30,5,5,3,4.933860949
4,30,5,5,4,4.122417312
5,30,5,5,5,3.800130528
6,30,5,5,6,3.952660302
7,30,5,5,7,3.371332534
8,30,5,5,8,3.134942141
9,30,5,5,9,2.868905006
