,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,26.705262599978596,[ 0.53333333 -0.23680556],0,3,"[2, 27, 3, 0]",9,-1
1,0,29.009302199992817,[-0.50138889 -0.24166667],2,0,"[2, 27, 3, 0]",9,-1
2,0,31.377199899987318,[-0.11666667 -0.23472222],27,0,"[2, 27, 3, 0]",9,-1
3,0,32.025067700014915,[ 0.28611111 -0.28680556],3,0,"[2, 27, 3, 0]",9,-1
4,1,35.76126379997004,[-0.10694444 -0.30277778],9,1,"[21, 9, 20, 5]",22,-1
5,1,39.38511420000577,[-0.47013889 -0.40902778],21,0,"[21, 9, 20, 5]",22,-1
6,1,40.83321449998766,[ 0.23888889 -0.36458333],20,0,"[21, 9, 20, 5]",22,-1
7,1,41.24105239997152,[ 0.44027778 -0.33194444],5,0,"[21, 9, 20, 5]",22,-1
8,2,48.59338989999378,[ 0.16527778 -0.34722222],2,2,"[12, 25, 2, 13]",1,-1
9,2,52.69721159996698,[-0.2        -0.36111111],25,1,"[12, 25, 2, 13]",1,-1
10,2,53.54506859998219,[ 0.54861111 -0.33402778],13,1,"[12, 25, 2, 13]",1,-1
11,2,55.62509049999062,[-0.44097222 -0.35625   ],12,0,"[12, 25, 2, 13]",1,-1
12,3,60.55329000001075,[-0.26805556 -0.29375   ],11,1,"[27, 11, 25, 10]",28,-1
13,3,71.44126509997295,[ 0.03472222 -0.31180556],25,1,"[27, 11, 25, 10]",28,-1
14,3,72.02504929999122,[-0.54861111 -0.29652778],27,0,"[27, 11, 25, 10]",28,-1
15,3,72.76117409998551,[ 0.45833333 -0.31041667],10,0,"[27, 11, 25, 10]",28,-1
16,4,79.96921850001672,[ 0.49305556 -0.30625   ],24,3,"[22, 25, 26, 24]",21,-1
17,4,80.82519790000515,[-0.275      -0.25347222],25,1,"[22, 25, 26, 24]",21,-1
18,4,85.36914119997527,[-0.46805556 -0.24722222],22,0,"[22, 25, 26, 24]",21,-1
19,4,85.92901949997758,[ 0.14305556 -0.29027778],26,0,"[22, 25, 26, 24]",21,-1
20,5,98.38535689999117,[-0.20138889 -0.31041667],17,1,"[3, 17, 13, 26]",14,-1
21,5,100.62521620001644,[ 0.46805556 -0.33541667],26,2,"[3, 17, 13, 26]",14,-1
