0.000000 0.230769 0.789474 0.578947 0.857143 0.857143 0.157895 0.102041 0.419355 0.200000 0.578947 0.000000 0.923077 0.440000 0.428571 0.297297 0.142857 0.346939 0.714286 0.857143 0.684211 0.000000 0.923077 0.692308 0.837838 0.428571 0.161290 0.846154 0.692308 0.368421
0.230769 0.000000 0.230769 0.368421 0.520000 0.000000 0.612903 0.297297 0.120000 0.290323 0.578947 0.846154 0.947368 0.578947 0.692308 0.857143 0.290323 0.692308 0.714286 0.894737 0.894737 0.714286 0.265306 0.538462 0.846154 0.760000 0.538462 0.692308 0.520000 0.714286
0.789474 0.230769 0.000000 0.000000 0.297297 0.846154 0.000000 0.714286 0.684211 0.600000 0.760000 0.014925 0.741935 0.846154 0.789474 0.714286 0.290323 0.894737 0.789474 0.714286 0.857143 0.923077 0.857143 0.741935 0.428571 0.923077 0.857143 0.920000 0.441860 0.000000
0.578947 0.368421 0.000000 0.000000 0.483871 0.857143 0.923077 0.840000 0.857143 0.857143 0.538462 0.578947 0.857143 0.857143 0.857143 0.947368 0.857143 0.309091 0.213115 0.846154 0.061224 0.857143 0.960000 0.692308 0.923077 0.578947 0.846154 0.538462 0.870968 0.846154
0.857143 0.520000 0.297297 0.483871 0.000000 0.520000 0.428571 0.846154 0.000000 0.428571 0.857143 0.272727 0.520000 0.692308 0.612903 0.857143 0.157895 0.846154 0.600000 0.473684 0.680000 0.894737 0.000000 0.846154 0.857143 0.428571 0.714286 0.440000 0.302326 0.840000
0.857143 0.000000 0.846154 0.857143 0.520000 0.000000 0.440000 0.142857 0.360000 0.960000 0.538462 0.923077 0.147541 0.225806 0.714286 0.354839 0.923077 0.857143 0.920000 0.840000 0.000000 0.692308 0.789474 0.783784 0.923077 0.384615 0.473684 0.280000 0.692308 0.428571
0.157895 0.612903 0.000000 0.923077 0.428571 0.440000 0.000000 0.225806 0.280000 0.419355 0.692308 0.760000 0.714286 0.000000 0.200000 0.692308 0.000000 0.894737 0.000000 0.789474 0.684211 0.692308 0.000000 0.567568 0.783784 0.680000 0.348837 0.000000 0.714286 0.857143
0.102041 0.297297 0.714286 0.840000 0.846154 0.142857 0.225806 0.000000 0.923077 0.189189 0.538462 0.684211 0.846154 0.200000 0.161290 0.384615 0.538462 0.789474 0.923077 0.947368 0.920000 0.894737 0.000000 0.161290 0.857143 0.600000 0.351351 0.684211 0.857143 0.857143
0.419355 0.120000 0.684211 0.857143 0.000000 0.360000 0.280000 0.923077 0.000000 0.157895 0.459459 0.428571 0.684211 0.684211 0.440000 0.440000 0.405405 0.120000 0.548387 0.714286 0.714286 0.692308 0.096774 0.578947 0.538462 0.302326 0.578947 0.384615 0.578947 0.538462
0.200000 0.290323 0.600000 0.857143 0.428571 0.960000 0.419355 0.189189 0.157895 0.000000 0.857143 0.684211 0.923077 0.680000 0.538462 0.473684 0.052632 0.306122 0.857143 0.692308 0.538462 0.692308 0.360000 0.384615 0.714286 0.428571 0.351351 0.760000 0.368421 0.923077
0.578947 0.578947 0.760000 0.538462 0.857143 0.538462 0.692308 0.538462 0.459459 0.857143 0.000000 0.692308 0.578947 0.600000 0.263158 0.209302 0.538462 0.368421 0.578947 0.789474 0.405405 0.857143 0.189189 0.857143 0.578947 0.135135 0.692308 0.947368 0.857143 0.209302
0.000000 0.846154 0.014925 0.578947 0.272727 0.923077 0.760000 0.684211 0.428571 0.684211 0.692308 0.000000 0.692308 0.894737 0.857143 0.923077 0.200000 0.368421 0.428571 0.714286 0.692308 0.923077 0.000000 0.000000 0.520000 0.684211 0.789474 0.520000 0.395349 0.538462
0.923077 0.947368 0.741935 0.857143 0.520000 0.147541 0.714286 0.846154 0.684211 0.923077 0.578947 0.692308 0.000000 0.967742 0.384615 0.440000 0.947368 0.857143 0.000000 0.674419 0.923077 0.894737 0.857143 0.538462 0.857143 0.263158 0.947368 0.578947 0.947368 0.419355
0.440000 0.578947 0.846154 0.857143 0.692308 0.225806 0.000000 0.200000 0.684211 0.680000 0.600000 0.894737 0.967742 0.000000 0.354839 0.459459 0.840000 0.263158 0.789474 0.857143 0.384615 0.000000 0.684211 0.000000 0.714286 0.675676 0.351351 0.857143 0.612903 0.483871
0.428571 0.692308 0.789474 0.857143 0.612903 0.714286 0.200000 0.161290 0.440000 0.538462 0.263158 0.857143 0.384615 0.354839 0.000000 0.846154 0.384615 0.384615 0.000000 0.920000 0.857143 0.538462 0.052632 0.230769 0.846154 0.142857 0.473684 0.684211 0.473684 0.846154
0.297297 0.857143 0.714286 0.947368 0.857143 0.354839 0.692308 0.384615 0.440000 0.473684 0.209302 0.923077 0.440000 0.459459 0.846154 0.000000 0.714286 0.846154 0.230769 0.857143 0.789474 0.000000 0.419355 0.473684 0.923077 0.263158 0.384615 0.061224 0.714286 0.454545
0.142857 0.290323 0.290323 0.857143 0.157895 0.923077 0.000000 0.538462 0.405405 0.052632 0.538462 0.200000 0.947368 0.840000 0.384615 0.714286 0.000000 0.741935 0.263158 0.677419 0.960000 0.714286 0.000000 0.384615 0.520000 0.760000 0.600000 0.714286 0.142857 0.923077
0.346939 0.692308 0.894737 0.309091 0.846154 0.857143 0.894737 0.789474 0.120000 0.306122 0.368421 0.368421 0.857143 0.263158 0.384615 0.846154 0.741935 0.000000 0.183673 0.692308 0.052632 0.684211 0.923077 0.368421 0.000000 0.360000 0.440000 0.741935 0.368421 0.000000
0.714286 0.714286 0.789474 0.213115 0.600000 0.920000 0.000000 0.923077 0.548387 0.857143 0.578947 0.428571 0.000000 0.789474 0.000000 0.230769 0.263158 0.183673 0.000000 0.236364 0.243243 0.209302 0.789474 0.600000 0.368421 0.157895 0.692308 0.142857 0.846154 0.684211
0.857143 0.894737 0.714286 0.846154 0.473684 0.840000 0.789474 0.947368 0.714286 0.692308 0.789474 0.714286 0.674419 0.857143 0.920000 0.857143 0.677419 0.692308 0.236364 0.000000 0.857143 0.142857 0.846154 0.384615 0.127273 0.675676 0.857143 0.520000 0.000000 0.000000
0.684211 0.894737 0.857143 0.061224 0.680000 0.000000 0.684211 0.920000 0.714286 0.538462 0.405405 0.692308 0.923077 0.384615 0.857143 0.789474 0.960000 0.052632 0.243243 0.857143 0.000000 0.846154 0.894737 0.840000 0.600000 0.368421 0.692308 0.846154 0.714286 0.692308
0.000000 0.714286 0.923077 0.857143 0.894737 0.692308 0.692308 0.894737 0.692308 0.692308 0.857143 0.923077 0.894737 0.000000 0.538462 0.000000 0.714286 0.684211 0.209302 0.142857 0.846154 0.000000 0.741935 0.263158 0.152941 0.692308 0.840000 0.280000 0.538462 0.857143
0.923077 0.265306 0.857143 0.960000 0.000000 0.789474 0.000000 0.000000 0.096774 0.360000 0.189189 0.000000 0.857143 0.684211 0.052632 0.419355 0.000000 0.923077 0.789474 0.846154 0.894737 0.741935 0.000000 0.538462 0.894737 0.243243 0.000000 0.894737 0.000000 0.189189
0.692308 0.538462 0.741935 0.692308 0.846154 0.783784 0.567568 0.161290 0.578947 0.384615 0.857143 0.000000 0.538462 0.000000 0.230769 0.473684 0.384615 0.368421 0.600000 0.384615 0.840000 0.263158 0.538462 0.000000 0.384615 0.612903 0.163636 0.000000 0.684211 0.846154
0.837838 0.846154 0.428571 0.923077 0.857143 0.923077 0.783784 0.857143 0.538462 0.714286 0.578947 0.520000 0.857143 0.714286 0.846154 0.923077 0.520000 0.000000 0.368421 0.127273 0.600000 0.152941 0.894737 0.384615 0.000000 0.692308 0.538462 0.090909 0.760000 0.684211
0.428571 0.760000 0.923077 0.578947 0.428571 0.384615 0.680000 0.600000 0.302326 0.428571 0.135135 0.684211 0.263158 0.675676 0.142857 0.263158 0.760000 0.360000 0.157895 0.675676 0.368421 0.692308 0.243243 0.612903 0.692308 0.000000 0.520000 0.157895 0.684211 0.309091
0.161290 0.538462 0.857143 0.846154 0.714286 0.473684 0.348837 0.351351 0.578947 0.351351 0.692308 0.789474 0.947368 0.351351 0.473684 0.384615 0.600000 0.440000 0.692308 0.857143 0.692308 0.840000 0.000000 0.163636 0.538462 0.520000 0.000000 0.714286 0.405405 0.846154
0.846154 0.692308 0.920000 0.538462 0.440000 0.280000 0.000000 0.684211 0.384615 0.760000 0.947368 0.520000 0.578947 0.857143 0.684211 0.061224 0.714286 0.741935 0.142857 0.520000 0.846154 0.280000 0.894737 0.000000 0.090909 0.157895 0.714286 0.000000 0.714286 0.538462
0.692308 0.520000 0.441860 0.870968 0.302326 0.692308 0.714286 0.857143 0.578947 0.368421 0.857143 0.395349 0.947368 0.612903 0.473684 0.714286 0.142857 0.368421 0.846154 0.000000 0.714286 0.538462 0.000000 0.684211 0.760000 0.684211 0.405405 0.714286 0.000000 0.857143
0.368421 0.714286 0.000000 0.846154 0.840000 0.428571 0.857143 0.857143 0.538462 0.923077 0.209302 0.538462 0.419355 0.483871 0.846154 0.454545 0.923077 0.000000 0.684211 0.000000 0.692308 0.857143 0.189189 0.846154 0.684211 0.309091 0.846154 0.538462 0.857143 0.000000
