-0.019663 -0.225846 -0.398265 -0.290354 0.144890
0.352769 -0.023047 -0.233903 -0.239750 0.222931
0.310809 0.291809 -0.001380 -0.206887 0.049146
0.181259 -0.122765 0.183813 0.009758 0.486323
-0.050262 0.326155 -0.049625 0.425897 0.074459
0.186331 0.353736 0.072085 0.364139 -0.138954
-0.263747 0.217075 -0.219498 0.015068 -0.043236
-0.076109 -0.191779 -0.416890 -0.123115 0.126976
-0.021958 0.012248 0.016621 0.034533 0.238402
0.247523 0.031233 -0.172270 -0.283942 0.157282
-0.051286 -0.314435 0.084999 0.375543 -0.085982
-0.065527 0.190245 -0.013863 -0.208762 -0.093077
0.090494 -0.079558 0.344400 0.273193 -0.305090
0.029461 -0.453575 -0.073652 0.001224 -0.237887
-0.221816 -0.360477 -0.113935 -0.041921 -0.032571
-0.354636 -0.038953 0.102816 -0.101729 0.267174
0.157105 0.017695 -0.109993 -0.331739 0.097159
-0.024868 -0.122030 0.085957 -0.175703 0.149371
-0.173457 -0.013647 0.253258 0.104761 -0.093182
0.088255 0.119167 0.353873 0.024303 -0.159477
-0.161815 -0.068244 -0.091441 0.080981 -0.508084
-0.103496 0.058255 0.237639 -0.058269 -0.369463
-0.060694 -0.296836 -0.028257 0.025879 0.088429
-0.279737 -0.096703 0.086542 -0.111759 -0.078303
-0.071286 0.043851 0.314639 -0.159554 -0.231318
-0.018707 0.090461 0.024846 0.324212 0.227675
0.212512 0.345043 -0.277033 0.011939 0.122911
-0.248788 0.320840 -0.028097 0.113959 0.029866
0.292070 0.094184 -0.261790 -0.111009 -0.086186
0.119266 -0.104102 0.328404 0.259106 -0.020184
