,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,7.14255327
1,30,5,5,1,5.803489966
2,30,5,5,2,5.463475418
3,30,5,5,3,4.992390935
4,30,5,5,4,4.199346732
5,30,5,5,5,4.107013852
6,30,5,5,6,3.713833417
7,30,5,5,7,3.119844817
8,30,5,5,8,2.544710722
9,30,5,5,9,2.630213539
