,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.472504867
1,30,5,5,1,6.005508573
2,30,5,5,2,4.918858007
3,30,5,5,3,4.602820404
4,30,5,5,4,4.141948299
5,30,5,5,5,3.488037117
6,30,5,5,6,3.275227301
7,30,5,5,7,3.084952033
8,30,5,5,8,2.730323154
9,30,5,5,9,2.526077357
