,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,31.779321899986826,[ 0.48541667 -0.22291667],11,3,"[12, 25, 1, 11]",10,-1
1,0,40.21326310001314,[-0.41597222 -0.30694444],12,0,"[12, 25, 1, 11]",10,-1
2,0,40.89624419994652,[-0.23819444 -0.33541667],25,0,"[12, 25, 1, 11]",10,-1
3,0,41.37915199995041,[ 0.12222222 -0.33055556],1,0,"[12, 25, 1, 11]",10,-1
4,1,53.86626989999786,[-0.17847222 -0.34861111],6,1,"[13, 6, 27, 16]",26,-1
5,1,54.918272000038996,[ 0.46666667 -0.41597222],16,2,"[13, 6, 27, 16]",26,-1
6,1,55.7083980999887,[-0.44305556 -0.28680556],13,0,"[13, 6, 27, 16]",26,-1
7,1,56.410156399942935,[ 0.03958333 -0.32152778],27,0,"[13, 6, 27, 16]",26,-1
8,2,62.58121169998776,[-0.44444444 -0.25625   ],23,0,"[23, 8, 11, 17]",14,-1
9,2,70.2264056999702,[-0.27430556 -0.30347222],8,0,"[23, 8, 11, 17]",14,-1
10,2,72.36339079996105,[ 0.17430556 -0.33472222],11,0,"[23, 8, 11, 17]",14,-1
11,2,72.8971695000073,[ 0.45138889 -0.32708333],17,0,"[23, 8, 11, 17]",14,-1
12,3,79.38538869994227,[ 0.61041667 -0.33888889],19,3,"[9, 1, 4, 19]",21,-1
13,3,91.77525109995622,[ 0.09791667 -0.28402778],4,2,"[9, 1, 4, 19]",21,-1
14,3,92.35423529997934,[-0.48055556 -0.23888889],9,0,"[9, 1, 4, 19]",21,-1
15,3,92.86416879994795,[-0.28263889 -0.23263889],1,0,"[9, 1, 4, 19]",21,-1
16,4,115.85144130000845,[-0.10763889 -0.30208333],6,1,"[23, 6, 28, 21]",4,-1
17,4,118.73033259995282,[ 0.0875     -0.30277778],28,1,"[23, 6, 28, 21]",4,-1
18,4,120.33232499996666,[-0.4125 -0.275 ],23,0,"[23, 6, 28, 21]",4,-1
19,4,121.06709949998185,[ 0.54375    -0.32013889],21,0,"[23, 6, 28, 21]",4,-1
20,5,142.3833825000329,[ 0.46458333 -0.31388889],9,3,"[14, 27, 6, 9]",7,-1
