,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.389284876
1,30,5,5,1,6.236069615
2,30,5,5,2,5.771644997
3,30,5,5,3,4.938412001
4,30,5,5,4,4.614030205
5,30,5,5,5,3.886695704
6,30,5,5,6,3.229164612
7,30,5,5,7,3.326066228
8,30,5,5,8,2.606778121
9,30,5,5,9,2.193703904
