,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.726452053
1,30,5,5,1,5.798932269
2,30,5,5,2,5.529702295
3,30,5,5,3,4.573100645
4,30,5,5,4,4.034682488
5,30,5,5,5,4.041134235
6,30,5,5,6,3.581072376
7,30,5,5,7,3.60366786
8,30,5,5,8,3.455483583
9,30,5,5,9,2.953792901
