0,1,2,3,4,5,6,7,8,9
1.2986772,-5.901453e-06,-0.0007190505,-0.0012300526,-0.00066610787,-0.0010094254,-0.0006646748,-0.0011108837,0.0008022039,0.00039284196
1.2958462,-0.0014830827,-0.0013646961,0.0006580164,-0.0010126565,-0.0012695272,-0.0011554034,-0.0005712939,0.00077846675,0.0003825156
-0.91481453,1.2774868,-0.0032122086,0.0022246332,-0.00080478145,-0.0015884971,-0.0007114,0.0008448763,-0.0019903122,0.0010858091
0.04167918,-0.49212343,0.0068284604,0.0015199765,0.0015475007,-0.0013742739,-0.0003146163,0.0020301063,0.00064145436,-0.00020886294
-0.23812954,1.1614438,-0.40123922,0.0006891423,-0.0006835792,-0.00095243775,-0.0008654683,0.0006037922,0.001422799,-0.0010853618
0.15566538,0.13667038,-1.5375183,-0.00030806134,-0.0005782078,-0.0006993745,-0.0007424193,0.0010609267,-0.001755734,-0.0005201533
0.11911366,-0.0026598426,-1.5177293,0.0013281058,0.0021842793,0.0014487475,0.0016653739,0.0002730083,-0.0009882449,-0.0018782043
1.3829222,-0.17820165,0.16049823,-0.0006311347,0.0006123389,0.00073528057,0.00065239635,-0.0017446514,-0.00097613456,-0.0013926029
0.8810248,-0.1993316,-0.0011397495,0.00097087596,-0.00047091855,-0.0009697066,0.00097015174,-0.00069621747,0.0018473512,0.00044194516
1.1868899,0.32609448,-0.09408888,-0.0023222226,0.0017547547,-0.0007478446,0.000109588786,-0.0002319742,0.0006175812,-0.003467379
-0.81197894,0.45696336,0.17775178,0.00064679526,-0.0021880898,-0.00061859435,0.00067921355,-0.0008814418,-8.513997e-05,-0.00012349535
-1.3692722,0.7574725,1.1362019e-05,-0.0031495593,-0.0031701012,0.0020808163,-0.0014586328,-0.00041372175,0.00048112433,-0.0011816006
-1.9733856,0.34775445,0.0028529167,-0.0012716495,-0.00026311527,-0.0008125137,0.00060109614,0.0012516954,0.0002539717,-0.0012881705
0.59270257,-0.003344628,1.2981664,-0.0016430275,-0.00030039766,-0.0013721378,-0.00042422186,-0.0006691111,0.00055530446,-0.0003531627
0.97624534,-0.24250825,0.0026765098,-0.0007067245,-0.00049808476,-0.0010274565,-0.00057325873,0.0009791577,-0.0015098036,-0.0011983945
0.5342861,-0.28684232,0.02595252,0.00070399325,-0.0017277943,0.0007435678,0.0010267384,0.00049587333,-0.000964105,-0.0010669013
0.3149965,1.0959586,0.057222407,0.0019375368,-0.001818887,0.0017239698,0.001712276,-0.0019725962,0.00081317103,0.0016045361
0.9014976,-0.20465465,0.0066675623,0.0008689579,0.0007777387,0.0007456783,-0.0014408821,-0.00067820033,-0.00017148996,0.0007606949
-0.6110501,0.11999029,0.043227766,-0.0011794833,0.0014006845,-0.0019232947,0.00059982075,-0.00044801587,-0.0002344136,-0.00052123587
-1.5402485,-0.2144748,0.0034627754,0.0005970547,-0.002363606,2.7205911e-05,-0.00095860387,-0.001420457,0.00093013956,-0.0012617087
-1.9958339,0.0020860974,0.10234181,-0.0015546547,-0.001414829,-0.0005785614,-0.0022016312,-0.00040774338,-0.0006262741,-0.0003308453
-1.5429816,-0.20445232,0.002200009,-0.0009279474,-0.00075468555,-0.002608358,-0.00012358444,-0.0011352345,0.00045800908,-9.999162e-05
0.9260398,-0.19141889,0.034292948,0.00096345553,0.00066683214,-0.0011680457,0.0014765977,0.0008174922,0.00068686553,-0.00053538714
0.9820433,-0.17742458,0.0052330177,-0.00077196525,0.00065204303,-0.00061821187,0.00089725544,0.0010540705,0.0016577296,0.0005642129
-1.5236549,-0.20105109,-0.0023091803,-0.00022570387,0.0008132508,-0.00030383316,-0.0007292805,0.0011999891,-0.00094641896,0.00018601581
-0.11656043,-0.23544277,-0.22321095,0.0012657713,0.0007877154,-0.0013935602,0.0013607047,-0.00014604634,0.0016781207,-0.0006143092
0.53597176,-0.2954869,0.0004401222,0.00199731,0.0009935098,0.00045259716,0.00044246216,0.00072977133,-0.00089366396,-0.0005554357
0.1285097,-0.64795583,-1.370989,0.00033198012,-0.0016667586,0.00034677907,0.00072888937,-0.00048864284,0.00054908707,0.00034753655
-0.09509437,1.6134907,0.00015055893,-0.0006340466,0.0003814996,-8.12927e-05,-0.00057667575,0.0015262594,-0.0007823752,0.0010951158
-1.5195435,-0.19801143,0.002710571,-0.0021171262,0.0013554713,0.0025889846,-0.002103957,0.0010481459,0.00020387792,-5.301542e-05
