,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.502794955
1,30,5,5,1,6.037587999
2,30,5,5,2,5.260808652
3,30,5,5,3,5.146204469
4,30,5,5,4,4.29738798
5,30,5,5,5,3.843507938
6,30,5,5,6,3.531969963
7,30,5,5,7,3.074463786
8,30,5,5,8,2.724700473
9,30,5,5,9,2.916454328
