,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.673163501
1,30,5,5,1,6.130444683
2,30,5,5,2,5.394854941
3,30,5,5,3,4.89271433
4,30,5,5,4,4.381436212
5,30,5,5,5,3.881094264
6,30,5,5,6,3.911112505
7,30,5,5,7,3.447693575
8,30,5,5,8,3.113356184
