0,0.068965517,0.625,0.636363636,0.727272727,0.909090909,0.6,0.25,0.75,0.285714286,0.857142857,0.875,0.9375,0.4,0.6,0.642857143,0.235294118,0.545454545,0.818181818,0.954545455,0.964285714,0.909090909,0.588235294,0.75,0.9,0.545454545,0.75,0.818181818,0.625,0.5
0.068965517,0,0.428571429,0,0.8,0.9,0.4,0.352941176,0.571428571,0.142857143,0.75,0.727272727,0.9,0.65,0.470588235,0.8,0.454545455,0.5,0.954545455,0.75,0.8,0.875,0.636363636,0.818181818,0.964285714,0.588235294,0.5,0.75,0.6,0
0.625,0.428571429,0,0.545454545,0.9,0.636363636,0.625,0.9,0.9,0.5,0.625,0.5,0.727272727,0.75,0.875,0.8,0.8,0.727272727,0.375,0.857142857,0.75,0.588235294,0.909090909,0.636363636,0.391304348,0.909090909,0.954545455,0.428571429,0.272727273,0.875
0.636363636,0,0.545454545,0,0.588235294,0.857142857,0.714285714,0.6,0.214285714,0.352941176,0.714285714,0.625,0.705882353,0.625,0.9375,0.4,0.9,0.25,0.6,0.411764706,0.454545455,0.75,0.705882353,0.625,0.529411765,0.545454545,0.625,0.173913043,0.875,0.5
0.727272727,0.8,0.9,0.588235294,0,0.214285714,0.5,0.818181818,0.363636364,0.5,0.357142857,0.6,0.875,0.9375,0.8,0.636363636,0.545454545,0.714285714,0.647058824,0.785714286,0.8,0.785714286,0.75,0.857142857,0.9,0.5,0.272727273,0.428571429,0.375,0.4
0.909090909,0.9,0.636363636,0.857142857,0.214285714,0,0.545454545,0.4,0.357142857,0.9,0.909090909,0.8,0.75,0.454545455,0.411764706,0.588235294,0.75,0.9,0.785714286,0.9375,0.857142857,0.727272727,0.727272727,0.9,0.875,0.75,0.9375,0.6,0.454545455,0.9375
0.6,0.4,0.625,0.714285714,0.5,0.545454545,0,0.181818182,0.411764706,0.5,0.882352941,0.875,0.954545455,0.9375,0.285714286,0.636363636,0.363636364,0.764705882,0.5,0.727272727,0.75,0.9,0.6,0.6,0.714285714,0.727272727,0.363636364,0.636363636,0.647058824,0.764705882
0.25,0.352941176,0.9,0.6,0.818181818,0.4,0.181818182,0,0.785714286,0.375,0.954545455,0.625,0.970588235,0.545454545,0.363636364,0.428571429,0.357142857,0.625,0.9375,0,0,0.882352941,0.5,0.5,0.928571429,0.636363636,0.5,0.647058824,0.636363636,0.9
0.75,0.571428571,0.9,0.214285714,0.363636364,0.357142857,0.411764706,0.785714286,0,0.636363636,0.5,0.285714286,0.9,0.625,0.5,0.4,0.3,0.352941176,0.818181818,0.375,0.875,0.727272727,0.636363636,0.75,0.352941176,0.272727273,0.625,0.272727273,0.9,0.363636364
0.285714286,0.142857143,0.5,0.352941176,0.5,0.9,0.5,0.375,0.636363636,0,0.818181818,0.647058824,0.8,0.545454545,0.5,0.5,0.5,0.454545455,0.4,0.875,0.9375,0.818181818,0.285714286,0.181818182,0.625,0.714285714,0.35,0.727272727,0.5,0.875
