,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,9.087912353942635
1,30,5,5,1,7.861951619379855
2,30,5,5,2,7.533646511937236
3,30,5,5,3,6.159791114499425
4,30,5,5,4,5.69095883444813
5,30,5,5,5,4.76577611803363
6,30,5,5,6,3.6510979858106243
7,30,5,5,7,2.8812017639579786
8,30,5,5,8,2.1950549132223562
