,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.072010771
1,30,5,5,1,5.706343649
2,30,5,5,2,4.771679575
3,30,5,5,3,4.560355459
4,30,5,5,4,4.179944382
5,30,5,5,5,3.62525592
6,30,5,5,6,3.488613025
7,30,5,5,7,2.909784953
8,30,5,5,8,2.836773263
9,30,5,5,9,2.722107914
