,exp_trial_num,staircase_id,staircase_trial_num,distance,current_step_size,clicked_face_id,click_position,click_time_experiment,click_time_current_trial,faces_shown,was_correct,next_direction
0,0,7-12,0,500,400,7-12-761_0_image,[0.37986111 0.03819444],25.281196099997032,24.230743899999652,"7-12-261_0_image,7-12-261_1_image,7-12-761_0_image",True,down
1,0,3-5,0,500,400,3-5-630_0_image,[-0.32638889  0.01736111],28.769142200006172,2.49812209996162,"3-5-630_0_image,3-5-130_0_image,3-5-130_1_image",True,down
2,0,13-30,0,500,400,13-30-110_0_image,[-0.35625     0.00972222],31.863943799980916,2.190573300002143,"13-30-110_0_image,13-30-610_0_image,13-30-610_1_image",True,down
3,0,2-10,0,500,400,2-10-678_0_image,[-0.00694444 -0.00416667],36.0769742000266,3.334286700002849,"2-10-178_0_image,2-10-678_0_image,2-10-178_1_image",True,down
4,0,5-17,0,500,400,5-17-395_0_image,[0.33472222 0.01041667],38.23577929998282,1.24338150001131,"5-17-895_0_image,5-17-895_1_image,5-17-395_0_image",True,down
5,0,13-20,0,500,400,13-20-531_0_image,[0.34930556 0.03402778],41.53782510000747,2.399369300052058,"13-20-31_1_image,13-20-31_0_image,13-20-531_0_image",True,down
6,0,14-27,0,500,400,14-27-387_0_image,[ 0.30902778 -0.01388889],44.042817800014745,1.5920332999667153,"14-27-887_0_image,14-27-387_1_image,14-27-387_0_image",False,up
7,0,4-12,0,500,400,4-12-961_0_image,[ 0.28055556 -0.01944444],46.25567189999856,1.3401247000438161,"4-12-461_0_image,4-12-461_1_image,4-12-961_0_image",True,down
8,0,15-24,0,500,400,15-24-133_0_image,[ 0.28263889 -0.02291667],47.972865500021726,0.86992669996107,"15-24-633_1_image,15-24-633_0_image,15-24-133_0_image",True,down
9,0,10-17,0,500,400,10-17-82_0_image,[ 0.38472222 -0.01319444],49.76177540002391,0.9087322999839671,"10-17-582_0_image,10-17-582_1_image,10-17-82_0_image",True,down
10,0,22-23,0,500,400,22-23-62_0_image,[ 0.32013889 -0.00833333],51.522720300010405,0.8922021000180393,"22-23-562_1_image,22-23-562_0_image,22-23-62_0_image",True,down
11,0,1-28,0,500,400,1-28-332_0_image,[ 0.32083333 -0.01041667],53.74462409998523,1.3431394000072032,"1-28-832_1_image,1-28-832_0_image,1-28-332_0_image",True,down
12,0,14-16,0,500,400,14-16-351_0_image,[ 0.15       -0.01527778],56.81860970001435,2.195266799943056,"14-16-851_1_image,14-16-351_0_image,14-16-851_0_image",True,down
13,1,2-10,1,100,400,2-10-124_1_image,[-0.32361111 -0.02847222],62.400627100025304,4.721900200005621,"2-10-124_1_image,2-10-124_0_image,2-10-24_0_image",False,up
14,1,5-17,1,100,400,5-17-161_0_image,[0.39097222 0.01736111],64.44949139998062,1.1806171999778599,"5-17-261_0_image,5-17-261_1_image,5-17-161_0_image",True,down
15,1,14-16,1,100,400,14-16-638_0_image,[ 0.34444444 -0.00069444],71.25861010001972,5.962274899997283,"14-16-738_0_image,14-16-738_1_image,14-16-638_0_image",True,down
16,1,4-12,1,100,400,4-12-179_1_image,[0.31736111 0.00555556],74.51437779999105,2.3800267000333406,"4-12-279_0_image,4-12-179_0_image,4-12-179_1_image",False,up
17,1,10-17,1,100,400,10-17-463_0_image,[0.38194444 0.00208333],76.5853815000155,1.2132739999797195,"10-17-563_0_image,10-17-563_1_image,10-17-463_0_image",True,down
18,1,15-24,1,100,400,15-24-667_0_image,[-0.37638889 -0.01597222],79.65845739998622,2.2236864999867976,"15-24-667_0_image,15-24-767_0_image,15-24-667_1_image",False,up
19,1,1-28,1,100,400,1-28-612_0_image,[-0.10347222 -0.01597222],82.81129169999622,2.279523200006224,"1-28-512_1_image,1-28-612_0_image,1-28-512_0_image",True,down
20,1,22-23,1,100,400,22-23-777_0_image,[-0.34375    -0.01805556],85.85128569998778,2.173843000025954,"22-23-777_0_image,22-23-877_0_image,22-23-877_1_image",True,down
21,1,13-20,1,100,400,13-20-277_0_image,[ 0.09722222 -0.01805556],88.92940620001173,2.2035371999954805,"13-20-177_1_image,13-20-277_0_image,13-20-177_0_image",True,down
22,1,7-12,1,100,400,7-12-826_0_image,[ 0.13680556 -0.01736111],92.55619259999366,2.754077800025698,"7-12-926_0_image,7-12-826_0_image,7-12-826_1_image",False,up
23,1,14-27,1,900,400,14-27-19_0_image,[ 0.40902778 -0.01180556],94.7591345999972,1.3253331999876536,"14-27-919_0_image,14-27-919_1_image,14-27-19_0_image",True,down
24,1,13-30,1,100,400,13-30-590_1_image,[ 0.11111111 -0.01180556],97.40325560001656,1.7819550999556668,"13-30-490_0_image,13-30-590_1_image,13-30-590_0_image",False,up
25,1,3-5,1,100,400,3-5-215_0_image,[-0.3125     -0.02083333],99.90015090000816,1.6263213000493124,"3-5-215_0_image,3-5-315_0_image,3-5-215_1_image",False,up
26,2,4-12,2,420,320,4-12-137_0_image,[-0.31458333 -0.01527778],102.03315750003094,1.2666506000095978,"4-12-137_0_image,4-12-557_1_image,4-12-557_0_image",True,up
27,2,14-27,2,580,320,14-27-161_1_image,[0.31458333 0.00902778],104.4970037000021,1.5914158000377938,"14-27-741_0_image,14-27-161_0_image,14-27-161_1_image",False,up
28,2,13-30,2,420,320,13-30-630_0_image,[0.32916667 0.0125    ],106.86307880003005,1.4993844999698922,"13-30-210_0_image,13-30-630_1_image,13-30-630_0_image",False,up
29,2,22-23,2,1,400,22-23-653_0_image,[0.16041667 0.00555556],111.09008639998501,3.3515322000021115,"22-23-652_0_image,22-23-653_0_image,22-23-652_1_image",True,down
30,2,10-17,2,1,400,10-17-675_0_image,[-0.30416667 -0.02986111],114.59901619999437,2.6665289000375196,"10-17-675_0_image,10-17-676_1_image,10-17-676_0_image",True,down
31,2,13-20,2,1,400,13-20-855_0_image,[-0.31111111 -0.00763889],116.76891949999845,1.3155125000048429,"13-20-855_0_image,13-20-855_1_image,13-20-856_0_image",False,up
32,2,5-17,2,1,400,5-17-536_0_image,[-0.33958333  0.01111111],119.93496280000545,2.308120700006839,"5-17-536_0_image,5-17-537_0_image,5-17-537_1_image",True,down
33,2,2-10,2,420,320,2-10-344_0_image,[0.30486111 0.02916667],122.80783830001019,1.9518872000044212,"2-10-764_0_image,2-10-764_1_image,2-10-344_0_image",True,up
34,2,15-24,2,420,320,15-24-999_0_image,[0.36875    0.02361111],125.12300820002565,1.4617146999808028,"15-24-579_0_image,15-24-579_1_image,15-24-999_0_image",True,up
35,2,14-16,2,1,400,14-16-482_0_image,[0.04444444 0.01527778],127.52389310003491,1.5433224000153132,"14-16-483_1_image,14-16-482_0_image,14-16-483_0_image",True,down
36,2,1-28,2,1,400,1-28-882_0_image,[-0.05694444  0.04583333],131.6397790000192,3.235830299963709,"1-28-881_0_image,1-28-882_0_image,1-28-882_1_image",False,up
37,2,7-12,2,420,320,7-12-713_1_image,[0.46041667 0.05347222],134.3987912000157,1.8908193999668583,"7-12-713_0_image,7-12-293_0_image,7-12-713_1_image",False,up
38,2,3-5,2,420,320,3-5-458_0_image,[0.42083333 0.05625   ],140.03412830003072,4.76962989999447,"3-5-38_1_image,3-5-38_0_image,3-5-458_0_image",True,up
39,3,14-27,3,820,240,14-27-167_0_image,[-0.36805556  0.03125   ],142.3227126999991,1.4055400000070222,"14-27-167_0_image,14-27-987_0_image,14-27-987_1_image",True,up
40,3,22-23,3,1,400,22-23-894_0_image,[-0.36180556  0.03055556],145.48472020000918,2.303718800016213,"22-23-894_0_image,22-23-894_1_image,22-23-893_0_image",False,up
