,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.939979827
1,30,5,5,1,5.91647469
2,30,5,5,2,5.125418846
3,30,5,5,3,5.247303712
4,30,5,5,4,4.361873933
5,30,5,5,5,3.837062418
6,30,5,5,6,3.802073758
7,30,5,5,7,3.486848985
8,30,5,5,8,2.921369896
9,30,5,5,9,2.656255018
