,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,52.70667610003147,[-0.50069444 -0.33819444],14,0,"[14, 13, 1, 5]",25,-1
1,0,58.4903441000497,[ 0.18333333 -0.27430556],1,1,"[14, 13, 1, 5]",25,-1
2,0,59.01826720003737,[ 0.50208333 -0.27777778],5,1,"[14, 13, 1, 5]",25,-1
3,0,59.610387000022456,[-0.16458333 -0.30763889],13,0,"[14, 13, 1, 5]",25,-1
4,1,67.05057380005019,[ 0.19097222 -0.30277778],19,2,"[4, 9, 19, 16]",20,-1
5,1,72.43447460001335,[ 0.53333333 -0.28402778],16,2,"[4, 9, 19, 16]",20,-1
6,1,73.03427380003268,[-0.20208333 -0.30555556],9,1,"[4, 9, 19, 16]",20,-1
7,1,73.58630780002568,[-0.46805556 -0.28611111],4,0,"[4, 9, 19, 16]",20,-1
8,2,84.35463820002042,[-0.14166667 -0.31805556],26,1,"[6, 26, 2, 16]",13,-1
9,2,88.24245469999732,[ 0.52291667 -0.34027778],16,2,"[6, 26, 2, 16]",13,-1
10,2,92.56259690003935,[ 0.17916667 -0.34791667],2,1,"[6, 26, 2, 16]",13,-1
11,2,93.39436730003217,[-0.51388889 -0.31875   ],6,0,"[6, 26, 2, 16]",13,-1
12,3,102.8505413000239,[ 0.17430556 -0.29027778],17,2,"[25, 4, 17, 26]",22,-1
13,3,106.66654830001062,[ 0.53611111 -0.31666667],26,2,"[25, 4, 17, 26]",22,-1
14,3,113.7784405000275,[-0.48680556 -0.31527778],25,0,"[25, 4, 17, 26]",22,-1
15,3,114.2423306000419,[-0.17569444 -0.30902778],4,0,"[25, 4, 17, 26]",22,-1
16,4,123.13053200003924,[ 0.50069444 -0.29791667],29,3,"[21, 9, 3, 29]",12,-1
17,4,129.98663310002303,[ 0.18958333 -0.31597222],3,2,"[21, 9, 3, 29]",12,-1
18,4,130.74635710002622,[-0.49444444 -0.31041667],21,0,"[21, 9, 3, 29]",12,-1
19,4,131.21037670003716,[-0.22986111 -0.29236111],9,0,"[21, 9, 3, 29]",12,-1
20,5,139.13056010002038,[-0.52847222 -0.34166667],18,0,"[18, 22, 1, 23]",24,-1
21,5,149.76232280000113,[-0.11805556 -0.30416667],22,0,"[18, 22, 1, 23]",24,-1
22,5,151.266460200015,[ 0.52569444 -0.30347222],23,1,"[18, 22, 1, 23]",24,-1
23,5,151.79434170003515,[ 0.19930556 -0.33402778],1,0,"[18, 22, 1, 23]",24,-1
24,6,161.13050760002807,[-0.53541667 -0.36458333],1,0,"[1, 12, 16, 25]",28,-1
25,6,165.01047360000666,[ 0.16666667 -0.31805556],16,1,"[1, 12, 16, 25]",28,-1
26,6,167.6504949000082,[ 0.54097222 -0.30416667],25,1,"[1, 12, 16, 25]",28,-1
27,6,168.2183223000029,[-0.15347222 -0.34861111],12,0,"[1, 12, 16, 25]",28,-1
28,7,184.06641440000385,[-0.18125 -0.3125 ],11,1,"[14, 11, 28, 27]",10,-1
29,7,186.47431840002537,[-0.47222222 -0.29930556],14,0,"[14, 11, 28, 27]",10,-1
30,7,188.906412500015,[ 0.19166667 -0.30625   ],28,0,"[14, 11, 28, 27]",10,-1
31,7,189.6824101000093,[ 0.55694444 -0.3125    ],27,0,"[14, 11, 28, 27]",10,-1
32,8,206.6186462000478,[-0.17569444 -0.34513889],6,1,"[15, 6, 21, 19]",9,-1
33,8,208.85040710004978,[-0.50069444 -0.33958333],15,0,"[15, 6, 21, 19]",9,-1
34,8,212.32240230002208,[ 0.17013889 -0.31458333],21,0,"[15, 6, 21, 19]",9,-1
35,8,212.84236070001498,[ 0.56458333 -0.2875    ],19,0,"[15, 6, 21, 19]",9,-1
36,9,224.21860320004635,[ 0.20138889 -0.35833333],28,2,"[9, 17, 28, 4]",19,-1
37,9,224.97047070000554,[-0.50763889 -0.29652778],9,0,"[9, 17, 28, 4]",19,-1
38,9,227.87448690005112,[-0.16527778 -0.33819444],17,0,"[9, 17, 28, 4]",19,-1
39,9,228.4663159000338,[ 0.5625     -0.30763889],4,0,"[9, 17, 28, 4]",19,-1
40,10,238.11186659999657,[ 0.50138889 -0.32777778],7,3,"[9, 26, 12, 7]",3,-1
41,10,244.62656370003242,[-0.17291667 -0.35902778],26,1,"[9, 26, 12, 7]",3,-1
42,10,245.1544519000454,[-0.52361111 -0.33541667],9,0,"[9, 26, 12, 7]",3,-1
43,10,245.6984061000403,[ 0.22152778 -0.29305556],12,0,"[9, 26, 12, 7]",3,-1
44,11,256.41858490003506,[ 0.51875    -0.31180556],19,3,"[27, 11, 16, 19]",17,-1
45,11,259.85857440001564,[-0.51111111 -0.375     ],27,0,"[27, 11, 16, 19]",17,-1
46,11,260.6343278000131,[ 0.20347222 -0.32847222],16,1,"[27, 11, 16, 19]",17,-1
47,11,261.10629060002975,[-0.175      -0.31388889],11,0,"[27, 11, 16, 19]",17,-1
48,12,270.63450650003506,[ 0.53333333 -0.28194444],9,3,"[17, 1, 2, 9]",16,-1
49,12,275.314354000031,[-0.4625     -0.30138889],17,0,"[17, 1, 2, 9]",16,-1
50,12,275.7702986000222,[-0.12986111 -0.27916667],1,0,"[17, 1, 2, 9]",16,-1
51,12,276.21834830002626,[ 0.18680556 -0.26666667],2,0,"[17, 1, 2, 9]",16,-1
52,13,282.48275520000607,[-0.49166667 -0.31388889],17,0,"[17, 28, 3, 5]",15,-1
53,13,284.6264779000194,[ 0.51666667 -0.3       ],5,2,"[17, 28, 3, 5]",15,-1
54,13,286.1865119000431,[ 0.17916667 -0.3125    ],3,1,"[17, 28, 3, 5]",15,-1
55,13,286.7623078000033,[-0.19236111 -0.31666667],28,0,"[17, 28, 3, 5]",15,-1
56,14,293.7305225000018,[ 0.54027778 -0.26111111],3,3,"[26, 10, 19, 3]",5,-1
57,14,297.9435892000329,[-0.50694444 -0.31180556],26,0,"[26, 10, 19, 3]",5,-1
58,14,301.4583598000463,[ 0.21597222 -0.29236111],19,1,"[26, 10, 19, 3]",5,-1
59,14,301.9303667000495,[-0.16180556 -0.31180556],10,0,"[26, 10, 19, 3]",5,-1
60,15,305.2323137000203,[-0.16180556 -0.31180556],9,1,"[19, 9, 20, 26]",1,-1
61,15,314.0105980000226,[ 0.53055556 -0.3625    ],26,2,"[19, 9, 20, 26]",1,-1
62,15,314.7222878000466,[-0.48333333 -0.33680556],19,0,"[19, 9, 20, 26]",1,-1
63,15,315.218358800048,[ 0.24305556 -0.28402778],20,0,"[19, 9, 20, 26]",1,-1
64,16,325.9465960999951,[-0.18958333 -0.32777778],16,1,"[11, 16, 3, 27]",0,-1
65,16,330.9224111000076,[ 0.19166667 -0.31875   ],3,1,"[11, 16, 3, 27]",0,-1
66,16,331.4502705000341,[ 0.57013889 -0.28888889],27,1,"[11, 16, 3, 27]",0,-1
67,16,332.05832330003614,[-0.6        -0.27222222],11,0,"[11, 16, 3, 27]",0,-1
68,17,346.9626839000266,[ 0.17708333 -0.31041667],27,2,"[20, 0, 27, 5]",6,-1
69,17,349.2345155000221,[ 0.55       -0.30555556],5,2,"[20, 0, 27, 5]",6,-1
70,17,350.92254240001785,[-0.18263889 -0.325     ],0,1,"[20, 0, 27, 5]",6,-1
71,17,351.41037040000083,[-0.54583333 -0.30763889],20,0,"[20, 0, 27, 5]",6,-1
72,18,368.9945399000426,[-0.53819444 -0.35208333],21,0,"[21, 28, 6, 26]",2,-1
73,18,370.89063470001565,[-0.18819444 -0.36736111],28,0,"[21, 28, 6, 26]",2,-1
74,18,373.3624037000118,[ 0.55277778 -0.31319444],26,1,"[21, 28, 6, 26]",2,-1
75,18,373.8103514999966,[ 0.17291667 -0.33541667],6,0,"[21, 28, 6, 26]",2,-1
76,19,378.82652440003585,[-0.45763889 -0.36597222],7,0,"[7, 4, 10, 9]",14,-1
77,19,385.9945760000264,[ 0.49722222 -0.32847222],9,2,"[7, 4, 10, 9]",14,-1
78,19,389.84245310002007,[ 0.17361111 -0.35      ],10,1,"[7, 4, 10, 9]",14,-1
79,19,390.3142802999937,[-0.15416667 -0.33333333],4,0,"[7, 4, 10, 9]",14,-1
80,20,397.93962429999374,[-0.15416667 -0.33263889],0,1,"[7, 0, 6, 14]",26,-1
81,20,406.03450150002027,[ 0.52013889 -0.35972222],14,2,"[7, 0, 6, 14]",26,-1
82,20,407.4104156999965,[-0.44097222 -0.33680556],7,0,"[7, 0, 6, 14]",26,-1
83,20,407.9303060999955,[ 0.15763889 -0.31666667],6,0,"[7, 0, 6, 14]",26,-1
84,21,419.85053240001434,[ 0.52638889 -0.29583333],16,3,"[2, 9, 19, 16]",23,-1
85,21,420.4103105000104,[-0.18402778 -0.3375    ],9,1,"[2, 9, 19, 16]",23,-1
86,21,422.25843899999745,[ 0.20069444 -0.32152778],19,1,"[2, 9, 19, 16]",23,-1
87,21,422.85830690001603,[-0.42083333 -0.32430556],2,0,"[2, 9, 19, 16]",23,-1
88,22,444.48252630000934,[-0.17916667 -0.32013889],1,1,"[26, 1, 7, 14]",29,-1
89,22,450.6345166999963,[-0.50277778 -0.33055556],26,0,"[26, 1, 7, 14]",29,-1
90,22,451.5544598000124,[ 0.54305556 -0.26666667],14,1,"[26, 1, 7, 14]",29,-1
91,22,452.0583373000263,[ 0.14722222 -0.30625   ],7,0,"[26, 1, 7, 14]",29,-1
92,23,457.67455789999804,[-0.49305556 -0.31875   ],26,0,"[26, 13, 5, 7]",8,-1
