,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.496623596
1,30,5,5,1,6.114988528
2,30,5,5,2,4.661406405
3,30,5,5,3,5.384190446
4,30,5,5,4,4.772227621
5,30,5,5,5,3.998792019
6,30,5,5,6,3.126757274
7,30,5,5,7,3.037306897
8,30,5,5,8,3.053708397
9,30,5,5,9,2.844156499
