,matrix_size,tuple_size,n_components,iteration,change_sim_matrix
0,30,5,5,0,6.349652247
1,30,5,5,1,5.825153701
2,30,5,5,2,5.501715344
3,30,5,5,3,4.874826254
4,30,5,5,4,3.99577712
5,30,5,5,5,3.424403022
6,30,5,5,6,3.422958671
7,30,5,5,7,3.174535462
8,30,5,5,8,2.831347035
9,30,5,5,9,2.645527066
