,trial,click_time,click_pos,clicked_stim,clicked_stim_pos,candidate_stims,target_stim,iteration
0,0,70.65578970004572,[ 0.48333333 -0.26180556],10,3,"[13, 20, 7, 10]",21,-1
1,0,72.5679594000103,[-0.16597222 -0.37291667],20,1,"[13, 20, 7, 10]",21,-1
2,0,78.02281660004519,[ 0.10902778 -0.33611111],7,1,"[13, 20, 7, 10]",21,-1
3,0,78.81981950002955,[-0.41527778 -0.33472222],13,0,"[13, 20, 7, 10]",21,-1
4,1,82.7278652000241,[ 0.47777778 -0.18472222],4,3,"[25, 8, 15, 4]",2,-1
5,1,86.27704120002454,[-0.06319444 -0.35555556],8,1,"[25, 8, 15, 4]",2,-1
6,1,86.90281709999545,[ 0.07222222 -0.29722222],15,1,"[25, 8, 15, 4]",2,-1
7,1,87.69081210001605,[-0.45833333 -0.4125    ],25,0,"[25, 8, 15, 4]",2,-1
8,2,92.12489189999178,[-0.13402778 -0.32222222],20,1,"[11, 20, 27, 7]",24,-1
9,2,94.90484180004569,[ 0.07569444 -0.29166667],27,1,"[11, 20, 27, 7]",24,-1
10,2,95.90779660001863,[-0.43888889 -0.37361111],11,0,"[11, 20, 27, 7]",24,-1
11,2,96.69381260004593,[ 0.44097222 -0.25902778],7,0,"[11, 20, 27, 7]",24,-1
12,3,110.95189700002084,[-0.42291667 -0.32708333],9,0,"[9, 21, 11, 27]",22,-1
13,3,120.97607880004216,[ 0.27291667 -0.37083333],11,1,"[9, 21, 11, 27]",22,-1
14,3,126.42473700002301,[-0.11388889 -0.34444444],21,0,"[9, 21, 11, 27]",22,-1
15,3,127.01682070002425,[ 0.48958333 -0.26597222],27,0,"[9, 21, 11, 27]",22,-1
16,4,134.76987550000194,[-0.18125    -0.33541667],23,1,"[19, 23, 2, 18]",14,-1
17,4,139.6178103000275,[-0.45138889 -0.35416667],19,0,"[19, 23, 2, 18]",14,-1
18,4,140.47283540002536,[ 0.52152778 -0.25277778],18,1,"[19, 23, 2, 18]",14,-1
19,4,140.96574770001462,[ 0.26527778 -0.31527778],2,0,"[19, 23, 2, 18]",14,-1
20,5,149.07102360000135,[ 0.41388889 -0.27013889],24,3,"[14, 1, 5, 24]",19,-1
21,5,164.98801600001752,[-0.42638889 -0.33194444],14,0,"[14, 1, 5, 24]",19,-1
22,5,166.35586870001862,[-0.18194444 -0.32708333],1,0,"[14, 1, 5, 24]",19,-1
23,5,167.10882950003725,[ 0.16666667 -0.3125    ],5,0,"[14, 1, 5, 24]",19,-1
